"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","DBH"
"2130","Loyola","2","Public","Row","S","S1030","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",31.1
"2131","Loyola","2","Public","Row","S","S1031","GL","GLTR","GLTR","Gleditsia triacanthos 'Imperial'",5.4
"2132","Loyola","2","Public","Row","S","S1033","GL","GLTR","GLTR","Gleditsia triacanthos 'Street Keeper'",6.1
"2133","Loyola","2","Public","Row","S","S1033","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",10.8
"2134","Loyola","2","Public","Row","S","S1034","GL","GLTR","GLTR","Gleditsia triacanthos 'Spectrum'",6.5
"2135","Loyola","2","Public","Row","S","S1035","GL","GLTR","GLTR","Gleditsia triacanthos 'Spectrum'",5.3
"2136","Loyola","2","Public","Row","S","S1036","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",26.4
"2137","Loyola","2","Public","Row","S","S1036","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",28
"2138","Loyola","2","Public","Row","S","S1037","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",36.8
"2139","Loyola","2","Public","Row","S","S1037","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",21.4
"2140","Loyola","2","Public","Row","S","S1038","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",4.5
"2141","Loyola","2","Public","Row","S","S1039","GL","GLTR","GLTR","Gleditsia triacanthos 'Sunburst'",4.8
"2142","Loyola","2","Public","Row","S","S1040","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",26.2
"2143","Loyola","2","Public","Row","S","S1044","GL","GLTR","GLTR","Gleditsia triacanthos 'Northern Acclaim'",6.6
"2144","Loyola","2","Public","Row","S","S1046","GL","GLTR","GLTR","Gleditsia triacanthos 'Northern Acclaim'",4.6
"2145","Loyola","2","Public","Row","S","S1046","GL","GLTR","GLTR","Gleditsia triacanthos 'Sunburst'",17
"2146","Loyola","2","Public","Row","S","S1046","GL","GLTR","GLTR","Gleditsia triacanthos 'Shademaster'",11
"2147","Loyola","2","Public","Row","S","S1055","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",4.8
"2148","Loyola","2","Public","Row","S","S1055","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",21.8
"2149","Loyola","2","Public","Row","S","S1058","GL","GLTR","GLTR","Gleditsia triacanthos 'Shademaster'",5.9
"2150","Loyola","2","Public","Row","S","S1059","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",44.2
"2151","Loyola","2","Public","Row","S","S1059","GL","GLTR","GLTR","Gleditsia triacanthos 'Imperial'",47.9
"2152","Loyola","2","Public","Row","S","S1059","GL","GLTR","GLTR","Gleditsia triacanthos 'Imperial'",48.5
"2153","Loyola","2","Public","Row","S","S1059","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",24.2
"2154","Loyola","2","Public","Row","S","S1062","GL","GLTR","GLTR","Gleditsia triacanthos 'Street Keeper'",9.3
"2155","Loyola","2","Public","Row","S","S1069","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",19.6
"2156","Loyola","2","Public","Row","S","S1069","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",27.2
"2157","Loyola","2","Public","Row","S","S1069","GL","GLTR","GLTR","Gleditsia triacanthos 'Shademaster'",8.4
"2158","Loyola","2","Public","Row","S","S1072","GL","GLTR","GLTR","Gleditsia triacanthos 'Northern Acclaim'",8.1
"2159","Loyola","2","Public","Row","S","S1075","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",5.1
"2160","Loyola","2","Public","Row","S","S1077","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",37.8
"2161","Loyola","2","Public","Row","S","S1077","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",38.7
"2162","Loyola","2","Public","Row","S","S1077","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",37.7
"2163","Loyola","2","Public","Row","S","S1082","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",29.9
"2164","Loyola","2","Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",48.4
"2165","Loyola","2","Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",55.3
"2166","Loyola","2","Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",75.6
"2167","Loyola","2","Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",43.6
"2168","Loyola","2","Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",58.5
"2169","Loyola","2","Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",57.8
"2170","Loyola","2","Public","Row","S","S1086","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",65.1
"2171","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",54.2
"2172","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",38.6
"2173","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",31.3
"2174","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",53
"2175","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos 'Imperial'",55
"2176","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",60.1
"2177","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",57.8
"2178","Loyola","2","Public","Row","S","S1087","GL","GLTR","GLTR","Gleditsia triacanthos",46.6
"2179","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",56.1
"2180","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",50.4
"2181","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",72.5
"2182","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",59.4
"2183","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",59.6
"2184","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",56.3
"2185","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",29.7
"2186","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",65
"2187","Loyola","2","Public","Row","S","S1091","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",48.6
"2188","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos",54
"2189","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",49.8
"2190","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",57.9
"2191","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",56.1
"2192","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",52.6
"2193","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",42.5
"2194","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",47.1
"2195","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",60.1
"2196","Loyola","2","Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",57.8
"2197","Loyola","2","Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",41.5
"2198","Loyola","2","Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",58.6
"2199","Loyola","2","Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",47.8
"2200","Loyola","2","Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",38.2
"2201","Loyola","2","Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",13.7
"2202","Loyola","2","Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",22.1
"2203","Loyola","2","Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",NA
"2204","Loyola","2","Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",NA
"2205","Loyola","2","Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",NA
"2206","Loyola","2","Public","Row","S","S1097","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",24.1
"2207","Loyola","2","Public","Row","S","S1097","GL","GLTR","GLTR","Gleditsia triacanthos 'Sunburst'",12.6
"2208","Loyola","2","Public","Row","S","S1098","GL","GLTR","GLTR","Gleditsia triacanthos 'Northern Acclaim'",6.5
"2209","Loyola","2","Public","Row","S","S1102","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",6.4
"2210","Loyola","2","Public","Row","S","S1104","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",43.3
"2211","Loyola","2","Private","Private","Y","Y1078","GL","GLTR","GLTR","Gleditsia Triacanthos",7.1
"2212","Loyola","2","Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",8.8
"2213","Loyola","2","Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",12.5
"2214","Loyola","2","Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",13
"2215","Loyola","2","Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",18.9
"2216","Loyola","2","Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",26
"2217","Loyola","2","Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",12
"2218","Loyola","2","Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",13.2
"2219","Loyola","2","Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",13.4
"2220","Loyola","2","Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",14.5
"2221","Loyola","2","Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",17
"2222","Loyola","2","Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",26
"2223","Loyola","2","Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",32
"2224","Loyola","2","Public","Park","P","P1006","GY","GYDI","GYDI","Gymnocladus Dioicus",9.4
"2225","Loyola","2","Public","Park","P","P1006","GY","GYDI","GYDI","Gymnocladus Dioicus",24.3
"2226","Loyola","2","Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus",16
"2227","Loyola","2","Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus",18.9
"2228","Loyola","2","Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus",17.5
"2229","Loyola","2","Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus",NA
"2230","Loyola","2","Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus",NA
"2231","Loyola","2","Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus",NA
"2232","Loyola","2","Public","Row","S","S1011","GY","GYDI","GYDI","Gymnocladus dioicus",17.9
"2233","Loyola","2","Public","Row","S","S1011","GY","GYDI","GYDI","Gymnocladus dioicus",4.5
"2234","Loyola","2","Public","Row","S","S1109","GY","GYDI","GYDI","Gymnocladus dioicus",5.6
"2235","Loyola","2","Public","Row","S","S1109","GY","GYDI","GYDI","Gymnocladus dioicus",4.5
"2236","Loyola","2","Public","Row","S","S1077","GY","GYDI","GYDI","Gymnocladus dioicus",5.4
"2237","Loyola","2","Public","Park","P","P1007","HY","HYPA","HYPA","Hydrangea Paniculata",6.9
"2238","Loyola","2","Public","Park","P","P1007","HY","HYPA","HYPA","Hydrangea Paniculata",7.4
"2239","Loyola","2","Private","Private","Y","Y1015","HY","HYPA","HYPA","Hydrangea Paniculata",11.7
"2240","Loyola","2","Private","Private","Y","Y1050","HY","HYPA","HYPA","Hydrangea Paniculata",5.3
"2241","Loyola","2","Private","Private","Y","Y1077","HY","HYPA","HYPA","Hydrangea Paniculata",16.8
"2242","Loyola","2","Private","Private","Y","Y1082","HY","HYQU","HYQU","Hydrangea Quercifolia",9.7
"2243","Loyola","2","Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea",6.2
"2244","Loyola","2","Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea",7.9
"2245","Loyola","2","Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea",20.6
"2246","Loyola","2","Public","Park","P","P1003","JU","JUCI","JUCI","Juglans Cinerea",16.9
"2247","Loyola","2","Public","Row","S","S1019","JU","JUCI","JUCI","Juglans cinerea",25.8
"2248","Loyola","2","Public","Row","S","S1092","JU","JUCI","JUCI","Juglans cinerea",87.5
"2249","Loyola","2","Private","Inst","I","I1011","JN","JNCO","JNCO","Juniperus Communis",8.3
"2250","Loyola","2","Private","Inst","I","I1011","JN","JNCO","JNCO","Juniperus Communis",10.4
"2251","Loyola","2","Private","Inst","I","I1002","JN","JNCO","JNCO","Juniperus Communis",12.1
"2252","Loyola","2","Public","Row","S","S1034","JN","JNCO","JNCO","Juniperus communis",NA
"2253","Loyola","2","Private","Private","Y","Y1029","JN","JNCO","JNCO","Juniperus Communis",7.7
"2254","Loyola","2","Private","Private","Y","Y1084","JN","JNCO","JNCO","Juniperus Communis",19.8
"2255","Loyola","2","Private","Private","Y","Y1088","JN","JNCO","JNCO","Juniperus Communis",9.8
"2256","Loyola","2","Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",6.8
"2257","Loyola","2","Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",8.8
"2258","Loyola","2","Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",19.9
"2259","Loyola","2","Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",23.3
"2260","Loyola","2","Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra",4.8
"2261","Loyola","2","Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra",7.7
"2262","Loyola","2","Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra",12.5
"2263","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",5.7
"2264","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",10.2
"2265","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",11
"2266","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",12.8
"2267","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",14
"2268","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",15.1
"2269","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",15.2
"2270","Loyola","2","Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",15.3
"2271","Loyola","2","Public","Park","P","P1006","JU","JUNI","JUNI","Juglans Nigra",8.1
"2272","Loyola","2","Private","Inst","I","I1007","JU","JUNI","JUNI","Juglans Nigra",16
"2273","Loyola","2","Public","Row","S","S1093","JU","JUNI","JUNI","Juglans nigra",63.3
"2274","Loyola","2","Public","Row","S","S1104","JU","JUNI","JUNI","Juglans nigra",18.2
"2275","Loyola","2","Public","Row","S","S1106","JU","JUNI","JUNI","Juglans nigra",13.6
"2276","Loyola","2","Private","Private","Y","Y1035","JU","JURE","JURE","Juglans Regia",5.9
"2277","Loyola","2","Private","Private","Y","Y1089","JN","JNSC","JNSC","Juniperus Scopulorum",4.9
"2278","Loyola","2","Private","Private","Y","Y1089","JN","JNSC","JNSC","Juniperus Scopulorum",4.6
"2279","Loyola","2","Private","Inst","I","I1007","JN","JNVI","JNVI","Juniperus Virginiana",8.1
"2280","Loyola","2","Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",9.6
"2281","Loyola","2","Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",20.8
"2282","Loyola","2","Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",6.5
"2283","Loyola","2","Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",8.5
"2284","Loyola","2","Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",6.2
"2285","Loyola","2","Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",18.3
"2286","Loyola","2","Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",16.4
"2287","Loyola","2","Private","Inst","I","I1002","JN","JNVI","JNVI","Juniperus Virginiana",6.7
"2288","Loyola","2","Private","Inst","I","I1002","JN","JNVI","JNVI","Juniperus Virginiana",10.1
"2289","Loyola","2","Private","Private","Y","Y1046","JN","JNVI","JNVI","Juniperus Virginiana",4.5
"2290","Loyola","2","Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",5.8
"2291","Loyola","2","Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",6.7
"2292","Loyola","2","Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",7.7
"2293","Loyola","2","Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",10
"2294","Loyola","2","Public","Row","S","S1063","LA","LAKA","LAKA","Larix kaempferi",43.1
"2295","Loyola","2","Public","Row","S","S1063","LA","LAKA","LAKA","Larix kaempferi",53.8
"2296","Loyola","2","Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina",13.1
"2297","Loyola","2","Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina",13.7
"2298","Loyola","2","Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina",16.5
"2299","Loyola","2","Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",11
"2300","Loyola","2","Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",25.6
"2301","Loyola","2","Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",30
"2302","Loyola","2","Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",30.1
"2303","Loyola","2","Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",32.9
"2304","Loyola","2","Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",35.1
"2305","Loyola","2","Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",42.4
"2306","Loyola","2","Private","Private","Y","Y1055","LA","LALA","LALA","Larix Laricina",7.4
"2307","Loyola","2","Private","Private","Y","Y1013","LI","LIAM","LIAM","Linnaea Amabilis",13.8
"2308","Loyola","2","Private","Private","Y","Y1069","LI","LIAM","LIAM","Linnaea Amabilis",14.9
"2309","Loyola","2","Public","Park","P","P1001","LI","LITU","LITU","Liriodendron Tulipifera",6.1
"2310","Loyola","2","Public","Row","S","S1107","LI","LITU","LITU","Liriodendron tulipifera",5.8
"2311","Loyola","2","Public","Row","S","S1055","LI","LITU","LITU","Liriodendron tulipifera",5.2
"2312","Loyola","2","Public","Row","S","S1074","LI","LITU","LITU","Liriodendron tulipifera",4.5
"2313","Loyola","2","Private","Private","Y","Y1011","LI","LITU","LITU","Liriodendron Tulipifera",5.4
"2314","Loyola","2","Private","Private","Y","Y1082","LO","LOMA","LOMA","Lonicera Maackii",29.1
"2315","Loyola","2","Private","Private","Y","Y1085","LO","LOTA","LOTA","Lonicera Tatarica",18
"2316","Loyola","2","Public","Park","P","P1005","LO","LOXY","LOXY","Lonicera Sylosteum",22.3
"2317","Loyola","2","Public","Park","P","P1005","LO","LOXY","LOXY","Lonicera Sylosteum",52.3
"2318","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",24.8
"2319","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",23.5
"2320","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",16.4
"2321","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",25.8
"2322","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",9.3
"2323","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",7.2
"2324","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",12.5
"2325","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",18.3
"2326","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",9.7
"2327","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",13.2
"2328","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",16.2
"2329","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",6
"2330","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",6.2
"2331","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",9.3
"2332","Loyola","2","Private","Inst","I","I1005","LO","LOXY","LOXY","Lonicera Xylosteum",33.8
"2333","Loyola","2","Private","Inst","I","I1002","LO","LOXY","LOXY","Lonicera Xylosteum",11.2
"2334","Loyola","2","Private","Inst","I","I1006","LO","LOXY","LOXY","Lonicera Xylosteum",12.3
"2335","Loyola","2","Private","Private","Y","Y1045","LO","LOXY","LOXY","Lonicera Xylosteum",25.5
"2336","Loyola","2","Private","Private","Y","Y1058","LO","LOXY","LOXY","Lonicera Xylosteum",14.1
"2337","Loyola","2","Private","Private","Y","Y1058","LO","LOXY","LOXY","Lonicera Xylosteum",6.6
"2338","Loyola","2","Private","Private","Y","Y1065","LO","LOXY","LOXY","Lonicera Xylosteum",67
"2339","Loyola","2","Private","Private","Y","Y1067","LO","LOXY","LOXY","Lonicera Xylosteum",25.6
"2340","Loyola","2","Private","Private","Y","Y1080","LO","LOXY","LOXY","Lonicera Xylosteum",18.8
"2341","Loyola","2","Public","Row","S","S1051","LQ","LQST","LQSTMO","Liquidambar styraciflua 'Moraine'",5.2
"2342","Loyola","2","Private","Private","Y","Y1082","LY","LYCH","LYCH","Lycium Chinese",29
"2343","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",6.2
"2344","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",6.5
"2345","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",7.8
"2346","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",8
"2347","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",9.4
"2348","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",10.1
"2349","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",12.1
"2350","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",12.4
"2351","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",13.4
"2352","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",13.6
"2353","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",14.6
"2354","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",15.2
"2355","Loyola","2","Public","Park","P","P1001","MA","MABA","MABA","Malus Baccata",22.6
"2356","Loyola","2","Public","Park","P","P1004","MA","MABA","MABA","Malus Baccata",33
"2357","Loyola","2","Public","Park","P","P1004","MA","MABA","MABA","Malus Baccata",23.9
"2358","Loyola","2","Public","Park","P","P1004","MA","MABA","MABA","Malus Baccata",31.1
"2359","Loyola","2","Public","Park","P","P1004","MA","MABA","MABA","Malus Baccata",23.1
"2360","Loyola","2","Public","Park","P","P1004","MA","MABA","MABA","Malus Baccata",29.6
"2361","Loyola","2","Public","Park","P","P1004","MA","MABA","MABA","Malus Baccata",31.3
"2362","Loyola","2","Public","Park","P","P1004","MA","MABA","MABA","Malus Baccata",23.6
"2363","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",15.2
"2364","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",15.6
"2365","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata 'Rosthern'",15.9
"2366","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",15.9
"2367","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",16.2
"2368","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",16.4
"2369","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",16.9
"2370","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus 'Robusta'",18.2
"2371","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",18.6
"2372","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata 'Rosthern'",20.5
"2373","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",21.8
"2374","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus 'Prairiefire'",22.9
"2375","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata 'Jefspire'",23.3
"2376","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",23.5
"2377","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus 'Royalty'",23.8
"2378","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata 'Rosthern'",24.5
"2379","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",24.6
"2380","Loyola","2","Public","Park","P","P1005","MA","MABA","MABA","Malus Baccata",92.3
"2381","Loyola","2","Public","Park","P","P1003","MA","MABA","MABA","Malus Baccata 'Jefspire'",5.4
"2382","Loyola","2","Public","Park","P","P1003","MA","MABA","MABA","Malus Baccata",15.3
"2383","Loyola","2","Public","Park","P","P1006","MA","MABA","MABA","Malus 'Rosseau'",6.5
"2384","Loyola","2","Public","Park","P","P1006","MA","MABA","MABA","Malus Baccata 'Mandshurica'",7.4
"2385","Loyola","2","Public","Park","P","P1007","MA","MABA","MABA","Malus 'Centurion'",5.2
"2386","Loyola","2","Public","Park","P","P1007","MA","MABA","MABA","Malus 'Centurion'",5.8
"2387","Loyola","2","Public","Park","P","P1007","MA","MABA","MABA","Malus 'Prairifire'",12.6
"2388","Loyola","2","Public","Park","P","P1007","MA","MABA","MABA","Malus 'Prairifire'",12.7
"2389","Loyola","2","Private","Inst","I","I1012","MA","MABA","MABA","Malus Robusta 'Erecta'",64.8
"2390","Loyola","2","Private","Inst","I","I1008","MA","MABA","MABA","Malus Baccata",22.9
"2391","Loyola","2","Private","Inst","I","I1011","MA","MABA","MABA","Malus 'Prairiefire'",32.2
"2392","Loyola","2","Private","Inst","I","I1010","MA","MABA","MABA","Malus Baccata",7.4
"2393","Loyola","2","Private","Inst","I","I1003","MA","MABA","MABA","Malus Baccata",27.6
"2394","Loyola","2","Private","Inst","I","I1003","MA","MABA","MABA","Malus Baccata",26.6
