"","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","DBH"
"884","Loyola","2","Private","Private","Y","Y1045","AC","ACPL","ACPL","Acer Platanoides",151.2
"885","Loyola","2","Private","Private","Y","Y1045","AC","ACPL","ACPL","Acer Platanoides",47.8
"886","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",28.6
"887","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",17.5
"888","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",5.5
"889","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",7.6
"890","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",5
"891","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",7.3
"892","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",6.8
"893","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",29.5
"894","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",7.6
"895","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",14.8
"896","Loyola","2","Private","Private","Y","Y1046","AC","ACPL","ACPL","Acer Platanoides",144
"897","Loyola","2","Private","Private","Y","Y1053","AC","ACPL","ACPL","Acer Platanoides",9.9
"898","Loyola","2","Private","Private","Y","Y1056","AC","ACPL","ACPL","Acer Platanoides",45
"899","Loyola","2","Private","Private","Y","Y1058","AC","ACPL","ACPL","Acer Platanoides",100.3
"900","Loyola","2","Private","Private","Y","Y1062","AC","ACPL","ACPL","Acer Platanoides",19.7
"901","Loyola","2","Private","Private","Y","Y1062","AC","ACPL","ACPL","Acer Platanoides",105.1
"902","Loyola","2","Private","Private","Y","Y1062","AC","ACPL","ACPL","Acer Platanoides",15.6
"903","Loyola","2","Private","Private","Y","Y1062","AC","ACPL","ACPL","Acer Platanoides",5.1
"904","Loyola","2","Private","Private","Y","Y1062","AC","ACPL","ACPL","Acer Platanoides",78.8
"905","Loyola","2","Private","Private","Y","Y1063","AC","ACPL","ACPL","Acer Platanoides",19.7
"906","Loyola","2","Private","Private","Y","Y1065","AC","ACPL","ACPL","Acer Platanoides",27
"907","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",27.6
"908","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",16.2
"909","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",13.7
"910","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",40.1
"911","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",4.8
"912","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",6
"913","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",51.1
"914","Loyola","2","Private","Private","Y","Y1071","AC","ACPL","ACPL","Acer Platanoides",44.6
"915","Loyola","2","Private","Private","Y","Y1086","AC","ACPL","ACPL","Acer Platanoides",15.8
"916","Loyola","2","Private","Private","Y","Y1088","AC","ACPL","ACPL","Acer Platanoides",7.8
"917","Loyola","2","Private","Private","Y","Y1088","AC","ACPL","ACPL","Acer Platanoides",5.4
"918","Loyola","2","Private","Inst","I","I1005","AC","ACPL","ACPLCK","Acer Platanoides ¬Crimson King¬",31.5
"919","Loyola","2","Public","Row","S","S1016","AC","ACPL","ACPLCK","Acer platanoides 'Crimson King'",52.7
"920","Loyola","2","Public","Row","S","S1024","AC","ACPL","ACPLCK","Acer platanoides 'Schwedleri'",29.5
"921","Loyola","2","Public","Row","S","S1033","AC","ACPL","ACPLCK","Acer platanoides 'Crimson Sentry'",10.9
"922","Loyola","2","Public","Row","S","S1044","AC","ACPL","ACPLCK","Acer platanoides 'Crimson King'",36.5
"923","Loyola","2","Public","Row","S","S1053","AC","ACPL","ACPLCK","Acer platanoides 'Crimson King'",53.2
"924","Loyola","2","Public","Row","S","S1060","AC","ACPL","ACPLCK","Acer platanoides 'Schwedleri'",42.8
"925","Loyola","2","Public","Row","S","S1071","AC","ACPL","ACPLCK","Acer platanoides 'Schwedleri'",61.8
"926","Loyola","2","Public","Row","S","S1078","AC","ACPL","ACPLCK","Acer platanoides 'Schwedleri'",49.4
"927","Loyola","2","Public","Row","S","S1098","AC","ACPL","ACPLCK","Acer platanoides 'Royal Red'",23.6
"928","Loyola","2","Public","Park","P","P1005","AC","ACRU","ACRU","Acer Rubrum",4.5
"929","Loyola","2","Public","Park","P","P1006","AC","ACRU","ACRU","Acer Rubrum",29.7
"930","Loyola","2","Public","Park","P","P1006","AC","ACRU","ACRU","Acer Rubrum",29
"931","Loyola","2","Public","Park","P","P1006","AC","ACRU","ACRU","Acer Rubrum",30.7
"932","Loyola","2","Public","Park","P","P1006","AC","ACRU","ACRU","Acer Rubrum",18.8
"933","Loyola","2","Public","Park","P","P1006","AC","ACRU","ACRU","Acer Rubrum",30.8
"934","Loyola","2","Private","Inst","I","I1012","AC","ACRU","ACRU","Acer Rubrum",7.5
"935","Loyola","2","Private","Inst","I","I1015","AC","ACRU","ACRU","Acer Rubrum",6.2
"936","Loyola","2","Private","Inst","I","I1016","AC","ACRU","ACRU","Acer Rubrum",15.2
"937","Loyola","2","Public","Row","S","S1019","AC","ACRU","ACRU","Acer rubrum",30.3
"938","Loyola","2","Public","Row","S","S1031","AC","ACRU","ACRU","Acer rubrum",51.2
"939","Loyola","2","Public","Row","S","S1097","AC","ACRU","ACRU","Acer rubrum",40.2
"940","Loyola","2","Private","Private","Y","Y1024","AC","ACRU","ACRU","Acer Rubrum",40.6
"941","Loyola","2","Private","Private","Y","Y1024","AC","ACRU","ACRU","Acer Rubrum",33
"942","Loyola","2","Private","Private","Y","Y1024","AC","ACRU","ACRU","Acer Rubrum",53.3
"943","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",24.5
"944","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",26
"945","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",39.4
"946","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",45.1
"947","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",45.7
"948","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",46.5
"949","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",47.1
"950","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",48.4
"951","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",49.1
"952","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",52.7
"953","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",52.9
"954","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",55.2
"955","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",55.3
"956","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",56.9
"957","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",58.2
"958","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",59.2
"959","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",59.8
"960","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",61.9
"961","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",70.8
"962","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",85.6
"963","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",86.8
"964","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",88.9
"965","Loyola","2","Public","Park","P","P1001","AC","ACSA","ACSA","Acer Saccharinum",88.9
"966","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",21.2
"967","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",22.3
"968","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",22.9
"969","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",32.2
"970","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",49
"971","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",51.7
"972","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",57.9
"973","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",60.9
"974","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",62.3
"975","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",63.1
"976","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",63.7
"977","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",66.2
"978","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",66.4
"979","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",66.5
"980","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",69.7
"981","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",71.2
"982","Loyola","2","Public","Park","P","P1002","AC","ACSA","ACSA","Acer Saccharinum",73.5
"983","Loyola","2","Public","Park","P","P1005","AC","ACSA","ACSA","Acer Saccharinum",16
"984","Loyola","2","Public","Park","P","P1005","AC","ACSA","ACSA","Acer Saccharinum",16.1
"985","Loyola","2","Public","Park","P","P1005","AC","ACSA","ACSA","Acer Saccharinum",18.9
"986","Loyola","2","Public","Park","P","P1005","AC","ACSA","ACSA","Acer Saccharinum",63.2
"987","Loyola","2","Public","Park","P","P1005","AC","ACSA","ACSA","Acer Saccharinum",80.6
"988","Loyola","2","Public","Park","P","P1005","AC","ACSA","ACSA","Acer Saccharinum",86.2
"989","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",62.4
"990","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",69.6
"991","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",71.5
"992","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",61.8
"993","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",71.2
"994","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",62.4
"995","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",64.6
"996","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",72.1
"997","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",72.8
"998","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",45
"999","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",85.7
"1000","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",83.6
"1001","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",16.4
"1002","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",129.7
"1003","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",75.2
"1004","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum 'Pyramidalis'",7.4
"1005","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",74.9
"1006","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",61.6
"1007","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",61.6
"1008","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",68.8
"1009","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",65.9
"1010","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",68.3
"1011","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",53.1
"1012","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",58.8
"1013","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",60.2
"1014","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",78.8
"1015","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",67.2
"1016","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",69.1
"1017","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",12.3
"1018","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",66
"1019","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",77.9
"1020","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",56.5
"1021","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",62.2
"1022","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",69.1
"1023","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",29.9
"1024","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",30.1
"1025","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",68.2
"1026","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",12.5
"1027","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",17.2
"1028","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",81.3
"1029","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",61.4
"1030","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",62
"1031","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",71
"1032","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",88.9
"1033","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",52.8
"1034","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",71.3
"1035","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",65.8
"1036","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",48.8
"1037","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",63.8
"1038","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",88.2
"1039","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",95.5
"1040","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",31.6
"1041","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",41.5
"1042","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",62.8
"1043","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",81
"1044","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",114.2
"1045","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",27.4
"1046","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",74.3
"1047","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",116.6
"1048","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",68.2
"1049","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",16.7
"1050","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",16.8
"1051","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",33.8
"1052","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",46.3
"1053","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",65.9
"1054","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",77.1
"1055","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",71.2
"1056","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",79.2
"1057","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",86.7
"1058","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",63
"1059","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",68.9
"1060","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",116.7
"1061","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",61.3
"1062","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",80.1
"1063","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",62.1
"1064","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",60.4
"1065","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",78.8
"1066","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",54.2
"1067","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",66.3
"1068","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum",73.3
"1069","Loyola","2","Public","Park","P","P1006","AC","ACSA","ACSA","Acer Saccharinum 'Pyramidalis'",17.5
"1070","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",38.7
"1071","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",41.9
"1072","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",42.1
"1073","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",42.2
"1074","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",45.2
"1075","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",52.3
"1076","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",52.8
"1077","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",54
"1078","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",55.7
"1079","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",60.3
"1080","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",64.9
"1081","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",66.2
"1082","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",72.1
"1083","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",74
"1084","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",75.8
"1085","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",81.6
"1086","Loyola","2","Public","Park","P","P1007","AC","ACSA","ACSA","Acer Saccharinum",82.9
"1087","Loyola","2","Private","Inst","I","I1004","AC","ACSA","ACSA","Acer Saccharinum",70.6
"1088","Loyola","2","Private","Inst","I","I1004","AC","ACSA","ACSA","Acer Saccharinum",19
"1089","Loyola","2","Private","Inst","I","I1007","AC","ACSA","ACSA","Acer Saccharinum",48.8
"1090","Loyola","2","Private","Inst","I","I1001","AC","ACSA","ACSA","Acer Saccharinum",67.1
"1091","Loyola","2","Private","Inst","I","I1001","AC","ACSA","ACSA","Acer Saccharinum",116.6
"1092","Loyola","2","Private","Inst","I","I1001","AC","ACSA","ACSA","Acer Saccharinum",48.3
"1093","Loyola","2","Private","Inst","I","I1015","AC","ACSA","ACSA","Acer Saccharinum",82.7
"1094","Loyola","2","Private","Inst","I","I1015","AC","ACSA","ACSA","Acer Saccharinum",13.8
"1095","Loyola","2","Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",21
"1096","Loyola","2","Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",20.8
"1097","Loyola","2","Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",25.1
"1098","Loyola","2","Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",17
"1099","Loyola","2","Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",26
"1100","Loyola","2","Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",25.4
"1101","Loyola","2","Private","Inst","I","I1009","AC","ACSA","ACSA","Acer Saccharinum",23.9
"1102","Loyola","2","Private","Inst","I","I1011","AC","ACSA","ACSA","Acer Saccharinum",75.4
"1103","Loyola","2","Private","Inst","I","I1011","AC","ACSA","ACSA","Acer Saccharinum",92
"1104","Loyola","2","Private","Inst","I","I1001","AC","ACSA","ACSA","Acer Saccharinum",37.2
"1105","Loyola","2","Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",45
"1106","Loyola","2","Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",73.4
"1107","Loyola","2","Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",55.5
"1108","Loyola","2","Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",67.3
"1109","Loyola","2","Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",62.9
"1110","Loyola","2","Private","Inst","I","I1010","AC","ACSA","ACSA","Acer Saccharinum",60.3
"1111","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",71.9
"1112","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",13.2
"1113","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",48.3
"1114","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",73.8
"1115","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",34.7
"1116","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",46.4
"1117","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",41.7
"1118","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",45.3
"1119","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",48.6
"1120","Loyola","2","Private","Inst","I","I1016","AC","ACSA","ACSA","Acer Saccharinum",61.5
"1121","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",48.3
"1122","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",80.3
"1123","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",81.6
"1124","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",109.6
"1125","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",78.2
"1126","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",41.4
"1127","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",84.1
"1128","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",48
"1129","Loyola","2","Private","Inst","I","I1005","AC","ACSA","ACSA","Acer Saccharinum",44.8
"1130","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",7.1
"1131","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",59.1
"1132","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",54.4
"1133","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",54.5
"1134","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",52.4
"1135","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",46
"1136","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",81.6
"1137","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",65
"1138","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",19.5
"1139","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",21.3
"1140","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",62
"1141","Loyola","2","Private","Inst","I","I1006","AC","ACSA","ACSA","Acer Saccharinum",49.7
"1142","Loyola","2","Public","Row","S","S1107","AC","ACSA","ACSA","Acer saccharinum",48.4
"1143","Loyola","2","Public","Row","S","S1107","AC","ACSA","ACSA","Acer saccharinum",85.9
"1144","Loyola","2","Public","Row","S","S1107","AC","ACSA","ACSA","Acer saccharinum",47.4
"1145","Loyola","2","Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",65.1
"1146","Loyola","2","Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",126.5
"1147","Loyola","2","Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",101.6
"1148","Loyola","2","Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",74.4
"1149","Loyola","2","Public","Row","S","S1002","AC","ACSA","ACSA","Acer saccharinum",81.2
"1150","Loyola","2","Public","Row","S","S1005","AC","ACSA","ACSA","Acer saccharinum",45
"1151","Loyola","2","Public","Row","S","S1005","AC","ACSA","ACSA","Acer saccharinum",60.9
"1152","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",55.8
"1153","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",35
"1154","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",53.5
"1155","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",57.8
"1156","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",43.6
"1157","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",58.1
"1158","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",53.1
"1159","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",61.6
"1160","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",55.1
"1161","Loyola","2","Public","Row","S","S1009","AC","ACSA","ACSA","Acer saccharinum",45.8
