Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
Loyola,2,Private,Private,Y,Y1005,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,16.5,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1005,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,8.1,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1011,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,16.7,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1046,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,5.2,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1076,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,7.2,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1076,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,8,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1076,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,4.8,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1076,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,8.7,Y,Y,USDA/TC/LM,
Loyola,2,Private,Private,Y,Y1086,AB,ABBA,ABBA,Abies Balsamea,Balsam fir,14.6,Y,Y,USDA/TC/LM,
Loyola,2,Public,Park,P,P1001,AC,ACFR,ACFR,Acer Freemannii 'Armstrong',FREEMAN MAPLE,4.9,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1001,AC,ACFR,ACFR,Acer Freemannii 'Armstrong',FREEMAN MAPLE,5,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii 'Autumn Blaze',FREEMAN MAPLE,4.8,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,4.9,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,7.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,17.4,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,21.5,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,21.8,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,22.9,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,24.4,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,28,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1005,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,32.9,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1006,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,59.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1006,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,19.8,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1007,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,16.5,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1007,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,18.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Inst,I,I1016,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,84.6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Inst,I,I1016,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,9.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Inst,I,I1002,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,13.4,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Inst,I,I1006,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,83.1,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Inst,I,I1006,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,68,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1015,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,7.4,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1027,AC,ACFR,ACFR,Acer x freemanii 'Marmo',FREEMAN MAPLE,NA,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1048,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,12.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1051,AC,ACFR,ACFR,Acer x freemanii 'Armstrong',FREEMAN MAPLE,4.5,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1051,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,33,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1051,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,38.3,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1062,AC,ACFR,ACFR,Acer x 'freemannii',FREEMAN MAPLE,56.1,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1064,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,27.8,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1066,AC,ACFR,ACFR,Acer x freemanii 'Autumn Fantasy',FREEMAN MAPLE,14.4,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1066,AC,ACFR,ACFR,Acer x freemanii 'Autumn Fantasy',FREEMAN MAPLE,11,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1068,AC,ACFR,ACFR,Acer x freemanii 'Armstrong',FREEMAN MAPLE,9.6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1068,AC,ACFR,ACFR,Acer x freemanii 'Armstrong',FREEMAN MAPLE,9.6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1075,AC,ACFR,ACFR,Acer x freemanii,FREEMAN MAPLE,81.2,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1076,AC,ACFR,ACFR,Acer x freemanii,FREEMAN MAPLE,48.9,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1077,AC,ACFR,ACFR,Acer x freemanii 'Firefall',FREEMAN MAPLE,16.8,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1077,AC,ACFR,ACFR,Acer rubrum 'Armstrong',FREEMAN MAPLE,29.6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1077,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,4.9,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1093,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,5,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1098,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,22.2,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1098,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,24.3,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1098,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,7.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1098,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,29.2,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1098,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,6.7,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1101,AC,ACFR,ACFR,Acer x freemanii 'Marmo',FREEMAN MAPLE,6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1102,AC,ACFR,ACFR,Acer x freemanii 'Autumn Blaze',FREEMAN MAPLE,35.4,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Row,S,S1105,AC,ACFR,ACFR,Acer x freemanii 'Celebration',FREEMAN MAPLE,15.5,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Private,Y,Y1016,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,71.6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Private,Y,Y1017,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,55.9,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Private,Private,Y,Y1066,AC,ACFR,ACFR,Acer Freemannii,FREEMAN MAPLE,6.6,Y,Y,Mortens/LM,Hybrid of two SLL native species: Acer saccharinum & Acer rubrum
Loyola,2,Public,Park,P,P1002,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,27.4,N,N,USDA/TC/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,34.6,N,N,USDA/TC/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,38.5,N,N,USDA/TC/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,40.1,N,N,USDA/TC/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,49.6,N,N,USDA/TC/Mortens,
Loyola,2,Public,Park,P,P1006,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,23,N,N,USDA/TC/Mortens,
Loyola,2,Private,Inst,I,I1015,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,6.2,N,N,USDA/TC/Mortens,
Loyola,2,Private,Inst,I,I1015,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,5.8,N,N,USDA/TC/Mortens,
Loyola,2,Private,Inst,I,I1015,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,6.4,N,N,USDA/TC/Mortens,
Loyola,2,Public,Row,S,S1019,AC,ACGI,ACGI,Acer ginnala 'Flame',Armur Maple,5.3,N,N,USDA/TC/Mortens,
Loyola,2,Public,Row,S,S1054,AC,ACGI,ACGI,Acer ginnala 'Flame',Armur Maple,6.4,N,N,USDA/TC/Mortens,
Loyola,2,Public,Row,S,S1055,AC,ACGI,ACGI,Acer ginnala 'Ruby Slippers',Armur Maple,5.5,N,N,USDA/TC/Mortens,
Loyola,2,Public,Row,S,S1065,AC,ACGI,ACGI,Acer ginnala 'Flame',Armur Maple,16,N,N,USDA/TC/Mortens,
Loyola,2,Public,Row,S,S1082,AC,ACGI,ACGI,Acer ginnala 'Flame',Armur Maple,9.3,N,N,USDA/TC/Mortens,
Loyola,2,Public,Row,S,S1094,AC,ACGI,ACGI,Acer ginnala 'Flame',Armur Maple,6.6,N,N,USDA/TC/Mortens,
Loyola,2,Private,Private,Y,Y1050,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,12.9,N,N,USDA/TC/Mortens,
Loyola,2,Private,Private,Y,Y1059,AC,ACGI,ACGI,Acer Ginnala,Armur Maple,5.2,N,N,USDA/TC/Mortens,
Loyola,2,Public,Row,S,S1021,AC,ACMI,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer miyabei Morton (State Street),18.7,N,N,Mortens,
Loyola,2,Public,Row,S,S1033,AC,ACMI,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer miyabei Morton (State Street),10.9,N,N,Mortens,
Loyola,2,Public,Row,S,S1054,AC,ACMI,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer miyabei Morton (State Street),7.8,N,N,Mortens,
Loyola,2,Public,Row,S,S1065,AC,ACMI,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer miyabei Morton (State Street),11,N,N,Mortens,
Loyola,2,Public,Row,S,S1067,AC,ACMI,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer miyabei Morton (State Street),7.9,N,N,Mortens,
Loyola,2,Public,Row,S,S1077,AC,ACMI,ACMIMO,Acer miyabei 'Morton' (State Street TM),Acer miyabei Morton (State Street),6.9,N,N,Mortens,
Loyola,2,Public,Park,P,P1001,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,9.3,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1001,AC,ACNE,ACNE,Picea Pungens,Manitoba Maple,20.3,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1001,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,20.3,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,5.2,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,6.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,17.3,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,36.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,48.5,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,58.9,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,64.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,69.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,70,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,85.9,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,147.4,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,5.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,7.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,48,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1006,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,53,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Park,P,P1007,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,47.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1013,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,14.5,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1001,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,12.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1001,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,42.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1015,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,15.3,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,117,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,31.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,33.3,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,37.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,34.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,45.5,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,30.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,45,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,103.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,78,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,79.8,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,138,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1009,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,52.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1010,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,30.5,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1010,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,29.5,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,60.8,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,55.9,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,51.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,39.2,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,49.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,35.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1003,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,54.4,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,63.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,79.4,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,103.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,89.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,9,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,6.9,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,21.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,7.8,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1016,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,4.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1005,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,22.1,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1005,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,21,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1006,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,9.2,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Inst,I,I1006,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,6.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Row,S,S1035,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Public,Row,S,S1091,AC,ACNE,ACNE,Acer negundo,Manitoba Maple,26.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1002,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,35,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1004,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,42,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1004,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,30.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1014,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,29,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1025,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,13.4,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1035,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,28.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1037,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,57.9,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1046,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,52.2,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1048,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,41.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1048,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,35.8,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1048,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,41.7,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1056,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,22.5,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1062,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,35.6,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1062,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,65.9,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1062,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,33.8,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1062,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,53.4,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1069,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,81.2,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1069,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,27.8,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1069,AC,ACNE,ACNE,Acer Negundo,Manitoba Maple,27.8,N,Y,USDA/TC/LM/Mortens,
Loyola,2,Private,Private,Y,Y1004,AC,ACPA,ACPA,Acer Palmatum,Japanese Maple,6.4,N,N,USDA/TC/Mortens,
Loyola,2,Private,Private,Y,Y1009,AC,ACPA,ACPA,Acer Palmatum,Japanese Maple,10.6,N,N,USDA/TC/Mortens,
Loyola,2,Private,Private,Y,Y1021,AC,ACPA,ACPA,Acer Palmatum,Japanese Maple,5.3,N,N,USDA/TC/Mortens,
Loyola,2,Private,Private,Y,Y1023,AC,ACPA,ACPA,Acer Palmatum,Japanese Maple,30.1,N,N,USDA/TC/Mortens,
Loyola,2,Private,Private,Y,Y1046,AC,ACPA,ACPA,Acer Palmatum,Japanese Maple,7.5,N,N,USDA/TC/Mortens,
