Plot,Plot.code,Classification,GS.Type,Site.Type,Site.Code,Genus.Code,Species.Code,Cultivar.Code,Species.Latin,Species.Common,DBH,Native_SLL,Native_ETF,Origin.Source,Comments
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,67.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,66.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,25.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1026,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1027,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,36.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1027,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1027,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,35,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1027,AC,ACPL,ACPL,Acer platanoides,Norway Maple,71.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1027,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1027,AC,ACPL,ACPL,Acer platanoides,Norway Maple,19.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1027,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1028,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,19.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1028,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,25.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1029,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1029,AC,ACPL,ACPL,Acer platanoides,Norway Maple,97.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1029,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,36.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1030,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,29.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1030,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1030,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1030,AC,ACPL,ACPL,Acer platanoides 'Superform',Norway Maple,29.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1108,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,34.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1031,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,24.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1031,AC,ACPL,ACPL,Acer platanoides,Norway Maple,90,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides,Norway Maple,72.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,21.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,24,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides 'Superform',Norway Maple,24.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,17.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,34,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides 'Superform',Norway Maple,37.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1033,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,9.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1035,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1035,AC,ACPL,ACPL,Acer platanoides 'Superform',Norway Maple,23.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,73.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,NA,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,NA,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1037,AC,ACPL,ACPL,Acer platanoides,Norway Maple,NA,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1038,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1038,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1040,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,21.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1040,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1040,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1040,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,28.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1040,AC,ACPL,ACPL,Acer platanoides,Norway Maple,64,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,66.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,58.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1041,AC,ACPL,ACPL,Acer platanoides,Norway Maple,44.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1042,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1042,AC,ACPL,ACPL,Acer platanoides,Norway Maple,58.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1043,AC,ACPL,ACPL,Acer platanoides,Norway Maple,53.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1043,AC,ACPL,ACPL,Acer platanoides,Norway Maple,25.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,13.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,31.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,24.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides,Norway Maple,67,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,29.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides,Norway Maple,76.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides,Norway Maple,64.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1044,AC,ACPL,ACPL,Acer platanoides,Norway Maple,74.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1045,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,24.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1046,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1046,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,15.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1046,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,35.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1047,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,34.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1047,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,23.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1047,AC,ACPL,ACPL,Acer platanoides 'Columnarbroad',Norway Maple,21.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1047,AC,ACPL,ACPL,Acer platanoides,Norway Maple,16.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1047,AC,ACPL,ACPL,Acer platanoides,Norway Maple,29.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1048,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,38.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1048,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,26,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1049,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,32.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1049,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1050,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,36.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1036,AC,ACPL,ACPL,Acer platanoides,Norway Maple,37.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides,Norway Maple,76.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,19.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,198.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides,Norway Maple,77.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides,Norway Maple,51.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides,Norway Maple,81.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1051,AC,ACPL,ACPL,Acer platanoides,Norway Maple,71.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1053,AC,ACPL,ACPL,Acer platanoides,Norway Maple,68.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1053,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,33.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1053,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,32.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1109,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1109,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1109,AC,ACPL,ACPL,Acer platanoides,Norway Maple,49.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1054,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1055,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1056,AC,ACPL,ACPL,Acer platanoides,Norway Maple,71.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1056,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,29,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1056,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1056,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,57.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,29,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,31.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,28.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1057,AC,ACPL,ACPL,Acer platanoides 'Columnarbroad',Norway Maple,41.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,68.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,46.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1058,AC,ACPL,ACPL,Acer platanoides,Norway Maple,101.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1060,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1060,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,37.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1061,AC,ACPL,ACPL,Acer platanoides,Norway Maple,17.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1061,AC,ACPL,ACPL,Acer platanoides,Norway Maple,36.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1061,AC,ACPL,ACPL,Acer platanoides,Norway Maple,17.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1062,AC,ACPL,ACPL,Acer platanoides,Norway Maple,79.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1063,AC,ACPL,ACPL,Acer platanoides,Norway Maple,48.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1064,AC,ACPL,ACPL,Acer platanoides 'Columnarbroad',Norway Maple,28.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1064,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,40.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1064,AC,ACPL,ACPL,Acer platanoides,Norway Maple,70.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1064,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,23,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1064,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1064,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,28.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1064,AC,ACPL,ACPL,Acer platanoides,Norway Maple,71.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,74.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,75.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,45,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,24.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,43,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,63,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,23.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,20.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1067,AC,ACPL,ACPL,Acer platanoides,Norway Maple,22.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,67.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,68.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,57.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,73.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,67.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,84.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1068,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,35.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides,Norway Maple,19.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,16.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,40.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides,Norway Maple,64.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1069,AC,ACPL,ACPL,Acer platanoides,Norway Maple,41.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides,Norway Maple,55,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides 'Columnarbroad',Norway Maple,28.6,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,19.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,21.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.2,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides,Norway Maple,56.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,28.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides,Norway Maple,67,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1070,AC,ACPL,ACPL,Acer platanoides,Norway Maple,54.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides,Norway Maple,77.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,26.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,26.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides,Norway Maple,62.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,30,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides,Norway Maple,50.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1071,AC,ACPL,ACPL,Acer platanoides 'Columnare',Norway Maple,32.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1072,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.3,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1072,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,22.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,64.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,98.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,69.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,59.4,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,58.1,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,47.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides,Norway Maple,65.7,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1074,AC,ACPL,ACPL,Acer platanoides 'Emerald Queen',Norway Maple,17.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1075,AC,ACPL,ACPL,Acer platanoides,Norway Maple,61.5,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1075,AC,ACPL,ACPL,Acer platanoides,Norway Maple,60.9,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1076,AC,ACPL,ACPL,Acer platanoides,Norway Maple,52.8,N,N,USDA/TC,
Loyola,2,Public,Row,S,S1076,AC,ACPL,ACPL,Acer platanoides 'Deborah',Norway Maple,27.8,N,N,USDA/TC,
