"","fid","Sample.Site","Site.Code","Species.Code","Species.Latin","Genus","Latitude","Longitude","DBH","DBH.Round","Basal.Area","Subsite.Code","GS.Type","Classification","Index","Cultivar.Code","Genus.Code","Site.Type","Site.number"
"1284","1","St. Ignatius Church","I1","ACSA","Acer Saccharinum","Acer","45.4576223","-73.642785",67.1,67,0.3523865,"IG5","Inst","Private",1284,"ACSA","AC","I","1"
"1285","2","St. Ignatius Church","I1","PIPU","Picea Pungens","Picea","45.4576477","-73.6426244",43.6,44,0.151976,"IG5","Inst","Private",1285,"PIPU","PI","I","1"
"1286","3","St. Ignatius Church","I1","PIPU","Picea Pungens","Picea","45.4576957","-73.6427264",43.5,44,0.151976,"IG5","Inst","Private",1286,"PIPU","PI","I","1"
"1287","4","St. Ignatius Church","I1","THOC","Thuja Occidentalis","Thuja","45.4577199","-73.6425453",11.8,12,0.011304,"IG5","Inst","Private",1287,"THOC","TH","I","1"
"1288","5","St. Ignatius Church","I1","AMCA","Amelanchier Canadensis","Amelanchier","45.4577328","-73.6425671",52.1,52,0.212264,"IG5","Inst","Private",1288,"AMCA","AM","I","1"
"1289","6","St. Ignatius Church","I1","PIPU","Picea Pungens","Picea","45.4578354","-73.6425295",45.9,46,0.166106,"IG3","Inst","Private",1289,"PIPU","PI","I","1"
"1290","7","St. Ignatius Church","I1","CAAB","Caragana Arborescens 'Pendula'","Caragana","45.4579043","-73.6425577",19.9,20,0.0314,"IG3","Inst","Private",1290,"CAAB","CA","I","1"
"1291","8","St. Ignatius Church","I1","ACPL","Acer Platanoides","Acer","45.4576592","-73.6427066",61,61,0.2920985,"IG5","Inst","Private",1291,"ACPL","AC","I","1"
"1292","9","St. Ignatius Church","I1","ACNE","Acer Negundo","Acer","45.4581874","-73.6425567",12.1,12,0.011304,"IG1","Inst","Private",1292,"ACNE","AC","I","1"
"1293","10","St. Ignatius Church","I1","ACNE","Acer Negundo","Acer","45.4582091","-73.6425537",42.6,43,0.1451465,"IG1","Inst","Private",1293,"ACNE","AC","I","1"
"1294","11","St. Ignatius Church","I1","ACPL","Acer Platanoides","Acer","45.4582077","-73.6424866",27.4,27,0.0572265,"IG1","Inst","Private",1294,"ACPL","AC","I","1"
"1295","12","St. Ignatius Church","I1","ULAM","Ulmus Americana","Ulmus","45.4582248","-73.6424816",37.3,37,0.1074665,"IG1","Inst","Private",1295,"ULAM","UL","I","1"
"1296","13","St. Ignatius Church","I1","ACPL","Acer Platanoides","Acer","45.458246","-73.6424726",23,23,0.0415265,"IG1","Inst","Private",1296,"ACPL","AC","I","1"
"1297","14","St. Ignatius Church","I1","ROWO","Rosa Woodsii","Rosa","45.4581284","-73.6422744",25.2,25,0.0490625,"IG1","Inst","Private",1297,"ROWO","RO","I","1"
"1298","15","St. Ignatius Church","I1","ACPL","Acer Platanoides","Acer","45.4581564","-73.6423029",55.3,55,0.2374625,"IG1","Inst","Private",1298,"ACPL","AC","I","1"
"1299","16","St. Ignatius Church","I1","ACSA","Acer Saccharinum","Acer","45.4581065","-73.6422184",116.6,117,1.0745865,"IG1","Inst","Private",1299,"ACSA","AC","I","1"
"1300","17","St. Ignatius Church","I1","ACSA","Acer Saccharinum","Acer","45.4574727","-73.642432",48.3,48,0.180864,"IG2","Inst","Private",1300,"ACSA","AC","I","1"
"1301","19","St. Ignatius Church","I1","TIAM","Tilia Americana","Tilia","45.4575788","-73.642316",69.7,70,0.38465,"IG2","Inst","Private",1301,"TIAM","TI","I","1"
"1302","20","St. Ignatius Church","I1","ALGL","Alnus Glutinosa","Alnus","45.4575894","-73.6422821",13.6,14,0.015386,"IG2","Inst","Private",1302,"ALGL","AL","I","1"
"1303","21","St. Ignatius Church","I1","ULXXFR","Ulmus 'Frontier'","Ulmus","45.4576063","-73.6421778",52.7,53,0.2205065,"IG2","Inst","Private",1303,"ULXXFR","UL","I","1"
"1304","22","St. Ignatius Church","I1","ACPL","Acer Platanoides","Acer","45.4580579","-73.6420025",15.1,15,0.0176625,"IG7","Inst","Private",1304,"ACPL","AC","I","1"
"1305","23","St. Ignatius Church","I1","SOAU","Sorbus Aucuparia","Sorbus","45.45808","-73.6420297",11.4,11,0.0094985,"IG7","Inst","Private",1305,"SOAU","SO","I","1"
"1306","24","St. Ignatius Church","I1","ACPL","Acer Platanoides","Acer","45.458091","-73.6420461",12.1,12,0.011304,"IG7","Inst","Private",1306,"ACPL","AC","I","1"
"1307","25","St. Ignatius Church","I1","TIAM","Tilia Americana","Tilia","45.4575612","-73.6423036",22.4,22,0.037994,"IG2","Inst","Private",1307,"TIAM","TI","I","1"
"1308","26","St. Ignatius Church","I1","ULAM","Ulmus Americana","Ulmus","45.4579132","-73.6419515",9.8,10,0.00785,"IG4","Inst","Private",1308,"ULAM","UL","I","1"
"1309","27","St. Ignatius Church","I1","ULAM","Ulmus Americana","Ulmus","45.4579231","-73.6419656",6.2,6,0.002826,"IG4","Inst","Private",1309,"ULAM","UL","I","1"
"1310","28","St. Ignatius Church","I1","ULAM","Ulmus Americana","Ulmus","45.4579262","-73.6419784",6.9,7,0.0038465,"IG4","Inst","Private",1310,"ULAM","UL","I","1"
"1311","29","St. Ignatius Church","I1","ULAM","Ulmus Americana","Ulmus","45.4579643","-73.6419187",20.4,20,0.0314,"IG4","Inst","Private",1311,"ULAM","UL","I","1"
"1312","30","St. Ignatius Church","I1","ULAM","Ulmus Americana","Ulmus","45.4579478","-73.641893",5.1,5,0.0019625,"IG4","Inst","Private",1312,"ULAM","UL","I","1"
"1313","515","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.4624808","-73.6395701",41.8,42,0.138474,"J17","Inst","Private",1313,"ACPL","AC","I","15"
"1314","516","Judith Jasmine School","I15","ACSA","Acer Saccharinum","Acer","45.4625857","-73.6398534",82.7,83,0.5407865,"J17","Inst","Private",1314,"ACSA","AC","I","15"
"1315","517","Judith Jasmine School","I15","GLTR","Gleditsia Triacanthos","Gleditsia","45.4625857","-73.6398534",7.3,7,0.0038465,"J17","Inst","Private",1315,"GLTR","GL","I","15"
"1316","518","Judith Jasmine School","I15","PIPU","Picea Pungens","Picea","45.4628606","-73.6402249",33.4,33,0.0854865,"J2","Inst","Private",1316,"PIPU","PI","I","15"
"1317","519","Judith Jasmine School","I15","SYVU","Syringa Vulgaris","Syringa","45.4628827","-73.6402178",17.4,17,0.0226865,"J2","Inst","Private",1317,"SYVU","SY","I","15"
"1318","520","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.4629128","-73.6402872",12.5,13,0.0132665,"J2","Inst","Private",1318,"ACPL","AC","I","15"
"1319","521","Judith Jasmine School","I15","PIPU","Picea Pungens","Picea","45.4628912","-73.6402979",37.2,37,0.1074665,"J2","Inst","Private",1319,"PIPU","PI","I","15"
"1320","522","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.4628361","-73.6405008",65.5,66,0.341946,"J1","Inst","Private",1320,"ACPL","AC","I","15"
"1321","523","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.4629043","-73.6406607",70.6,71,0.3957185,"J1","Inst","Private",1321,"ACPL","AC","I","15"
"1322","524","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.4629824","-73.6408032",84.7,85,0.5671625,"J10","Inst","Private",1322,"ACPL","AC","I","15"
"1323","525","Judith Jasmine School","I15","ACGI","Acer Ginnala","Acer","45.4631099","-73.6408988",6.2,6,0.002826,"J19","Inst","Private",1323,"ACGI","AC","I","15"
"1324","526","Judith Jasmine School","I15","GIBI","Ginkgo Biloba","Gingko","45.4630925","-73.6409822",5.6,6,0.002826,"J19","Inst","Private",1324,"GIBI","GI","I","15"
"1325","527","Judith Jasmine School","I15","ACRU","Acer Rubrum","Acer","45.4631393","-73.6410201",6.2,6,0.002826,"J19","Inst","Private",1325,"ACRU","AC","I","15"
"1326","528","Judith Jasmine School","I15","GLTR","Gleditsia Triacanthos","Gleditsia","45.4631315","-73.6410848",8.5,9,0.0063585,"J19","Inst","Private",1326,"GLTR","GL","I","15"
"1327","529","Judith Jasmine School","I15","GLTR","Gleditsia Triacanthos","Gleditsia","45.4631432","-73.639911",7.5,8,0.005024,"J14","Inst","Private",1327,"GLTR","GL","I","15"
"1328","530","Judith Jasmine School","I15","ULPU","Ulmus Pumila","Ulmus","45.4631703","-73.6398349",8.3,8,0.005024,"J20","Inst","Private",1328,"ULPU","UL","I","15"
"1329","531","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.4632406","-73.6398467",5.5,6,0.002826,"J20","Inst","Private",1329,"CEOC","CE","I","15"
"1330","532","Judith Jasmine School","I15","GLTR","Gleditsia Triacanthos","Gleditsia","45.4632641","-73.6397508",7.7,8,0.005024,"J20","Inst","Private",1330,"GLTR","GL","I","15"
"1331","533","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.4636277","-73.6406332",31.9,32,0.080384,"J3","Inst","Private",1331,"CEOC","CE","I","15"
"1332","534","Judith Jasmine School","I15","ACGI","Acer Ginnala","Acer","45.463596","-73.640684",5.8,6,0.002826,"J3","Inst","Private",1332,"ACGI","AC","I","15"
"1333","535","Judith Jasmine School","I15","ACGI","Acer Ginnala","Acer","45.4635569","-73.6407087",6.4,6,0.002826,"J3","Inst","Private",1333,"ACGI","AC","I","15"
"1334","536","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.463581","-73.640511",9.5,10,0.00785,"J3","Inst","Private",1334,"CEOC","CE","I","15"
"1335","537","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.463531","-73.640393",10.5,11,0.0094985,"J3","Inst","Private",1335,"ACPL","AC","I","15"
"1336","538","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.463497","-73.640393",23.5,24,0.045216,"J12","Inst","Private",1336,"CEOC","CE","I","15"
"1337","539","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.463452","-73.640168",23.3,23,0.0415265,"J6","Inst","Private",1337,"CEOC","CE","I","15"
"1338","540","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.463405","-73.640058",9.3,9,0.0063585,"J6","Inst","Private",1338,"CEOC","CE","I","15"
"1339","541","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.463304","-73.63981",19,19,0.0283385,"J20","Inst","Private",1339,"CEOC","CE","I","15"
"1340","542","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.463261","-73.639681",23.6,24,0.045216,"J20","Inst","Private",1340,"CEOC","CE","I","15"
"1341","543","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.463225","-73.639563",27.3,27,0.0572265,"J20","Inst","Private",1341,"ACPL","AC","I","15"
"1342","544","Judith Jasmine School","I15","CEOC","Celtis Occidentalis","Celtis","45.463161","-73.639456",26.6,27,0.0572265,"J11","Inst","Private",1342,"CEOC","CE","I","15"
"1343","545","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.463139","-73.639367",30.3,30,0.07065,"J11","Inst","Private",1343,"ACPL","AC","I","15"
"1344","546","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.463096","-73.639238",30.7,31,0.0754385,"J11","Inst","Private",1344,"ACPL","AC","I","15"
"1345","547","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.46303","-73.639136",56.9,57,0.2550465,"J11","Inst","Private",1345,"ACPL","AC","I","15"
"1346","548","Judith Jasmine School","I15","ACSA","Acer Saccharinum","Acer","45.462725","-73.639323",13.8,14,0.015386,"J7","Inst","Private",1346,"ACSA","AC","I","15"
"1347","549","Judith Jasmine School","I15","ACNE","Acer Negundo","Acer","45.4627136","-73.6393381",15.3,15,0.0176625,"J7","Inst","Private",1347,"ACNE","AC","I","15"
"1348","550","Judith Jasmine School","I15","ACPL","Acer Platanoides","Acer","45.4626534","-73.6393662",8.6,9,0.0063585,"J7","Inst","Private",1348,"ACPL","AC","I","15"
"1349","551","Judith Jasmine School","I15","FRPE","Fraxinus Pennsylvanica","Fraxinus","45.4626217","-73.6394038",25.4,25,0.0490625,"J17","Inst","Private",1349,"FRPE","FR","I","15"
"1350","552","Judith Jasmine School","I15","ULAM","Ulmus Americana","Ulmus","45.4625794","-73.6394313",105.6,106,0.882026,"J17","Inst","Private",1350,"ULAM","UL","I","15"
"1351","274","Kells Primary Academy","I9","CEOC","Celtis Occidentalis","Celtis","45.4621756","-73.6267508",18.6,19,0.0283385,"KP6","Inst","Private",1351,"CEOC","CE","I","9"
"1352","275","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.4622652","-73.626688",117,117,1.0745865,"KP4","Inst","Private",1352,"ACNE","AC","I","9"
"1353","276","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.4622833","-73.6265862",31.1,31,0.0754385,"KP4","Inst","Private",1353,"ACNE","AC","I","9"
"1354","277","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4621777","-73.6264329",17.4,17,0.0226865,"KP8","Inst","Private",1354,"THOC","TH","I","9"
"1355","278","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4621747","-73.6263082",29.3,29,0.0660185,"KP8","Inst","Private",1355,"THOC","TH","I","9"
"1356","279","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4621979","-73.6262881",24.3,24,0.045216,"KP8","Inst","Private",1356,"THOC","TH","I","9"
"1357","280","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4622106","-73.626268",19.7,20,0.0314,"KP8","Inst","Private",1357,"THOC","TH","I","9"
"1358","281","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4622356","-73.6262449",26.1,26,0.053066,"KP8","Inst","Private",1358,"THOC","TH","I","9"
"1359","282","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4622381","-73.6262278",28.2,28,0.061544,"KP8","Inst","Private",1359,"THOC","TH","I","9"
"1360","283","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4622492","-73.626212",31.4,31,0.0754385,"KP8","Inst","Private",1360,"THOC","TH","I","9"
"1361","284","Kells Primary Academy","I9","ACSA","Acer Saccharinum","Acer","45.4622156","-73.6261691",21,21,0.0346185,"KP8","Inst","Private",1361,"ACSA","AC","I","9"
"1362","285","Kells Primary Academy","I9","ACSA","Acer Saccharinum","Acer","45.4621725","-73.6260387",20.8,21,0.0346185,"KP8","Inst","Private",1362,"ACSA","AC","I","9"
"1363","286","Kells Primary Academy","I9","ACSA","Acer Saccharinum","Acer","45.462119","-73.626063",25.1,25,0.0490625,"KP2","Inst","Private",1363,"ACSA","AC","I","9"
"1364","287","Kells Primary Academy","I9","ACSA","Acer Saccharinum","Acer","45.462074","-73.626146",17,17,0.0226865,"KP2","Inst","Private",1364,"ACSA","AC","I","9"
"1365","288","Kells Primary Academy","I9","ACSA","Acer Saccharinum","Acer","45.462027","-73.626229",26,26,0.053066,"KP2","Inst","Private",1365,"ACSA","AC","I","9"
"1366","289","Kells Primary Academy","I9","ACSA","Acer Saccharinum","Acer","45.461984","-73.626318",25.4,25,0.0490625,"KP2","Inst","Private",1366,"ACSA","AC","I","9"
"1367","290","Kells Primary Academy","I9","ACSA","Acer Saccharinum","Acer","45.461941","-73.626401",23.9,24,0.045216,"KP2","Inst","Private",1367,"ACSA","AC","I","9"
"1368","291","Kells Primary Academy","I9","GLTR","Gleditsia Triacanthos","Gleditsia","45.46189","-73.626496",19.7,20,0.0314,"KP5","Inst","Private",1368,"GLTR","GL","I","9"
"1369","292","Kells Primary Academy","I9","GLTR","Gleditsia Triacanthos","Gleditsia","45.461898","-73.626541",15.8,16,0.020096,"KP5","Inst","Private",1369,"GLTR","GL","I","9"
"1370","293","Kells Primary Academy","I9","GLTR","Gleditsia Triacanthos","Gleditsia","45.461873","-73.626587",15,15,0.0176625,"KP5","Inst","Private",1370,"GLTR","GL","I","9"
"1371","294","Kells Primary Academy","I9","GLTR","Gleditsia Triacanthos","Gleditsia","45.461838","-73.62659",14.9,15,0.0176625,"KP5","Inst","Private",1371,"GLTR","GL","I","9"
"1372","295","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461773","-73.626821",22.9,23,0.0415265,"KP10","Inst","Private",1372,"THOC","TH","I","9"
"1373","296","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461776","-73.62683",14.3,14,0.015386,"KP10","Inst","Private",1373,"THOC","TH","I","9"
"1374","297","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.4617659","-73.626838",13.2,13,0.0132665,"KP10","Inst","Private",1374,"THOC","TH","I","9"
"1375","298","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461783","-73.626843",16.1,16,0.020096,"KP10","Inst","Private",1375,"THOC","TH","I","9"
"1376","299","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461785","-73.626852",14.6,15,0.0176625,"KP10","Inst","Private",1376,"THOC","TH","I","9"
"1377","300","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461789","-73.626862",17.2,17,0.0226865,"KP10","Inst","Private",1377,"THOC","TH","I","9"
"1378","301","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461794","-73.626873",13.3,13,0.0132665,"KP10","Inst","Private",1378,"THOC","TH","I","9"
"1379","302","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461798","-73.62688",13.2,13,0.0132665,"KP10","Inst","Private",1379,"THOC","TH","I","9"
"1380","303","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461803","-73.626902",16.2,16,0.020096,"KP10","Inst","Private",1380,"THOC","TH","I","9"
"1381","304","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461801","-73.626891",11.7,12,0.011304,"KP10","Inst","Private",1381,"THOC","TH","I","9"
"1382","305","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461807","-73.626913",9.3,9,0.0063585,"KP10","Inst","Private",1382,"THOC","TH","I","9"
"1383","306","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461809","-73.62692",17.2,17,0.0226865,"KP10","Inst","Private",1383,"THOC","TH","I","9"
"1384","307","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461812","-73.626925",12.6,13,0.0132665,"KP10","Inst","Private",1384,"THOC","TH","I","9"
"1385","308","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461813","-73.626934",11.4,11,0.0094985,"KP10","Inst","Private",1385,"THOC","TH","I","9"
"1386","309","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461817","-73.626941",14.3,14,0.015386,"KP10","Inst","Private",1386,"THOC","TH","I","9"
"1387","310","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461819","-73.626946",13.2,13,0.0132665,"KP10","Inst","Private",1387,"THOC","TH","I","9"
"1388","311","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461822","-73.626955",10.3,10,0.00785,"KP10","Inst","Private",1388,"THOC","TH","I","9"
"1389","312","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461826","-73.626964",11.2,11,0.0094985,"KP10","Inst","Private",1389,"THOC","TH","I","9"
"1390","313","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461828","-73.626971",17.4,17,0.0226865,"KP10","Inst","Private",1390,"THOC","TH","I","9"
"1391","314","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461831","-73.626978",12.2,12,0.011304,"KP10","Inst","Private",1391,"THOC","TH","I","9"
"1392","315","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461834","-73.626985",14.1,14,0.015386,"KP10","Inst","Private",1392,"THOC","TH","I","9"
"1393","316","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461837","-73.626992",13.2,13,0.0132665,"KP10","Inst","Private",1393,"THOC","TH","I","9"
"1394","317","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.46184","-73.626999",17.1,17,0.0226865,"KP10","Inst","Private",1394,"THOC","TH","I","9"
"1395","318","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461844","-73.627004",16.2,16,0.020096,"KP10","Inst","Private",1395,"THOC","TH","I","9"
"1396","319","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461846","-73.627011",13.5,14,0.015386,"KP10","Inst","Private",1396,"THOC","TH","I","9"
"1397","320","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461845","-73.627017",17.6,18,0.025434,"KP10","Inst","Private",1397,"THOC","TH","I","9"
"1398","321","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461852","-73.627028",13.4,13,0.0132665,"KP10","Inst","Private",1398,"THOC","TH","I","9"
"1399","322","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.4619736","-73.6272728",33.3,33,0.0854865,"KP9","Inst","Private",1399,"ACNE","AC","I","9"
"1400","323","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.4619442","-73.6273563",37.7,38,0.113354,"KP9","Inst","Private",1400,"ACNE","AC","I","9"
"1401","324","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.461927","-73.627386",34.7,35,0.0961625,"KP9","Inst","Private",1401,"ACNE","AC","I","9"
"1402","325","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.461905","-73.627408",45.5,46,0.166106,"KP9","Inst","Private",1402,"ACNE","AC","I","9"
"1403","326","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.461883","-73.627443",30.6,31,0.0754385,"KP9","Inst","Private",1403,"ACNE","AC","I","9"
"1404","327","Kells Primary Academy","I9","ACNE","Acer Negundo","Acer","45.461864","-73.627385",45,45,0.1589625,"KP1","Inst","Private",1404,"ACNE","AC","I","9"
"1405","328","Kells Primary Academy","I9","ACPL","Acer Platanoides","Acer","45.4614974","-73.6272098",52.3,52,0.212264,"KP1","Inst","Private",1405,"ACPL","AC","I","9"
"1406","329","Kells Primary Academy","I9","ACPL","Acer Platanoides","Acer","45.4621053","-73.6267709",22.9,23,0.0415265,"KP7","Inst","Private",1406,"ACPL","AC","I","9"
"1407","330","Kells Primary Academy","I9","PRSE","Prunus Serotina","Prunus","45.4620855","-73.6267974",10.1,10,0.00785,"KP7","Inst","Private",1407,"PRSE","PR","I","9"
"1408","331","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462074","-73.626849",10.2,10,0.00785,"KP7","Inst","Private",1408,"THOC","TH","I","9"
"1409","332","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462086","-73.626863",16.6,17,0.0226865,"KP7","Inst","Private",1409,"THOC","TH","I","9"
"1410","333","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462094","-73.626873",6.8,7,0.0038465,"KP7","Inst","Private",1410,"THOC","TH","I","9"
"1411","334","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462096","-73.62688",6,6,0.002826,"KP7","Inst","Private",1411,"THOC","TH","I","9"
"1412","335","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462096","-73.626903",5,5,0.0019625,"KP7","Inst","Private",1412,"THOC","TH","I","9"
"1413","336","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.46209","-73.626912",6.3,6,0.002826,"KP7","Inst","Private",1413,"THOC","TH","I","9"
"1414","337","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462088","-73.626921",8.3,8,0.005024,"KP7","Inst","Private",1414,"THOC","TH","I","9"
"1415","338","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462083","-73.626934",5.1,5,0.0019625,"KP7","Inst","Private",1415,"THOC","TH","I","9"
"1416","339","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462078","-73.62695",9,9,0.0063585,"KP7","Inst","Private",1416,"THOC","TH","I","9"
"1417","340","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.46207","-73.626961",6.8,7,0.0038465,"KP7","Inst","Private",1417,"THOC","TH","I","9"
"1418","341","Kells Primary Academy","I9","MGXXSO","Magnolia Soulangeana","Magnolia","45.4621074","-73.6268621",15.2,15,0.0176625,"KP7","Inst","Private",1418,"MGXXSO","MG","I","9"
"1419","342","Kells Primary Academy","I9","SYVU","Syringa Vulgaris","Syringa","45.4620209","-73.6269808",8.1,8,0.005024,"KP7","Inst","Private",1419,"SYVU","SY","I","9"
"1420","343","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462018","-73.626925",6.7,7,0.0038465,"KP7","Inst","Private",1420,"THOC","TH","I","9"
"1421","344","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462034","-73.626939",9.2,9,0.0063585,"KP7","Inst","Private",1421,"THOC","TH","I","9"
"1422","345","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462044","-73.626946",5.1,5,0.0019625,"KP7","Inst","Private",1422,"THOC","TH","I","9"
"1423","346","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462049","-73.626957",8.7,9,0.0063585,"KP7","Inst","Private",1423,"THOC","TH","I","9"
"1424","347","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462054","-73.626991",5.2,5,0.0019625,"KP7","Inst","Private",1424,"THOC","TH","I","9"
"1425","348","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462052","-73.627",11.1,11,0.0094985,"KP7","Inst","Private",1425,"THOC","TH","I","9"
"1426","349","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462044","-73.627013",7.3,7,0.0038465,"KP7","Inst","Private",1426,"THOC","TH","I","9"
"1427","350","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462039","-73.627026",6.1,6,0.002826,"KP7","Inst","Private",1427,"THOC","TH","I","9"
"1428","351","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462032","-73.627031",6.8,7,0.0038465,"KP7","Inst","Private",1428,"THOC","TH","I","9"
"1429","352","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462026","-73.627037",5.4,5,0.0019625,"KP7","Inst","Private",1429,"THOC","TH","I","9"
"1430","353","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462017","-73.627042",6.9,7,0.0038465,"KP7","Inst","Private",1430,"THOC","TH","I","9"
"1431","354","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462008","-73.627047",11.7,12,0.011304,"KP7","Inst","Private",1431,"THOC","TH","I","9"
"1432","355","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.462001","-73.627048",5.6,6,0.002826,"KP7","Inst","Private",1432,"THOC","TH","I","9"
"1433","356","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.46199","-73.627051",7.4,7,0.0038465,"KP7","Inst","Private",1433,"THOC","TH","I","9"
"1434","357","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461984","-73.627048",11.3,11,0.0094985,"KP7","Inst","Private",1434,"THOC","TH","I","9"
"1435","358","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461976","-73.627049",6.5,7,0.0038465,"KP7","Inst","Private",1435,"THOC","TH","I","9"
"1436","359","Kells Primary Academy","I9","THOC","Thuja Occidentalis","Thuja","45.461969","-73.627052",7.9,8,0.005024,"KP7","Inst","Private",1436,"THOC","TH","I","9"
