"","fid","Sample.Site","Site.Code","Species.Code","Species.Latin","Genus","Latitude","Longitude","DBH","DBH.Round","Basal.Area","Subsite.Code","GS.Type","Classification","Index","Cultivar.Code","Genus.Code","Site.Type","Site.number"
"1","56","BENNY","P1","PHAM","Phellodendron Amurensis 'His Majesty'","Phellodendron","45.466761","-73.632052",4.5,5,0.0019625,"B13","Park","Public",1,"PHAM","PH","P","1"
"2","101","BENNY","P1","ACSC","Acer Saccharum","Acer","45.467302","-73.633105",4.5,5,0.0019625,"B3","Park","Public",2,"ACSC","AC","P","1"
"3","159","BENNY","P1","TIMOHG","Tilia x Mongolica 'Harvest Gold'","Tilia","45.467559","-73.633068",4.5,5,0.0019625,"B45","Park","Public",3,"TIMOHG","TI","P","1"
"4","115","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655723","-73.6324726",4.6,5,0.0019625,"B34","Park","Public",4,"RHTY","RH","P","1"
"5","160","BENNY","P1","PIOM","Picea Omorika","Picea","45.467539","-73.633291",4.7,5,0.0019625,"B45","Park","Public",5,"PIOM","PI","P","1"
"6","163","BENNY","P1","ACFR","Acer Freemannii 'Armstrong'","Acer","45.466785","-73.631866",4.9,5,0.0019625,"B46","Park","Public",6,"ACFR","AC","P","1"
"7","65","BENNY","P1","ACFR","Acer Freemannii 'Armstrong'","Acer","45.466579","-73.631368",5,5,0.0019625,"B19","Park","Public",7,"ACFR","AC","P","1"
"8","98","BENNY","P1","BENI","Betula Nigra","Betula","45.466673","-73.63134",5.1,5,0.0019625,"B29","Park","Public",8,"BENI","BE","P","1"
"9","99","BENNY","P1","PNNI","Pinus Nigra 'Austriaca'","Pinus","45.466636","-73.631152",5.2,5,0.0019625,"B29","Park","Public",9,"PNNI","PN","P","1"
"10","12","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4663229","-73.6327127",5.3,5,0.0019625,"B11","Park","Public",10,"CAAB","CA","P","1"
"11","224","BENNY","P1","LADE","Larix Decidua","Larix","45.4662161","-73.6334845",5.8,6,0.002826,"B7","Park","Public",11,"LADE","LA","P","1"
"12","57","BENNY","P1","LITU","Liriodendron Tulipifera","Liriodendron","45.467097","-73.632227",6.1,6,0.002826,"B14","Park","Public",12,"LITU","LI","P","1"
"13","176","BENNY","P1","JUCI","Juglans Cinerea","Juglans","45.4660094","-73.6320126",6.2,6,0.002826,"B53","Park","Public",13,"JUCI","JU","P","1"
"14","246","BENNY","P1","MABA","Malus Baccata","Malus","45.466149","-73.632864",6.2,6,0.002826,"B71","Park","Public",14,"MABA","MA","P","1"
"15","116","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655723","-73.632486",6.4,6,0.002826,"B34","Park","Public",15,"RHTY","RH","P","1"
"16","247","BENNY","P1","MABA","Malus Baccata","Malus","45.466127","-73.632815",6.5,7,0.0038465,"B71","Park","Public",16,"MABA","MA","P","1"
"17","171","BENNY","P1","LADE","Larix Decidua","Larix","45.4663196","-73.6332608",6.7,7,0.0038465,"B50","Park","Public",17,"LADE","LA","P","1"
"18","13","BENNY","P1","CEOC","Celtis Occidentalis","Celtis","45.4663212","-73.6327304",6.8,7,0.0038465,"B11","Park","Public",18,"CEOC","CE","P","1"
"19","177","BENNY","P1","JUNI","Juglans Nigra","Juglans","45.465962","-73.631974",6.8,7,0.0038465,"B53","Park","Public",19,"JUNI","JU","P","1"
"20","237","BENNY","P1","VILE","Viburnum Lentago","Viburnum","45.4669747","-73.6318081",6.8,7,0.0038465,"B70","Park","Public",20,"VILE","VI","P","1"
"21","107","BENNY","P1","PNNI","Pinus Nigra 'Austriaca'","Pinus","45.4659946","-73.6329413",7.1,7,0.0038465,"B31","Park","Public",21,"PNNI","PN","P","1"
"22","117","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655747","-73.6324605",7.1,7,0.0038465,"B34","Park","Public",22,"RHTY","RH","P","1"
"23","102","BENNY","P1","CEOC","Celtis Occidentalis","Celtis","45.4672329","-73.6331277",7.2,7,0.0038465,"B3","Park","Public",23,"CEOC","CE","P","1"
"24","118","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655363","-73.632423",7.3,7,0.0038465,"B34","Park","Public",24,"RHTY","RH","P","1"
"25","172","BENNY","P1","LADE","Larix Decidua","Larix","45.4661484","-73.6335123",7.7,8,0.005024,"B51","Park","Public",25,"LADE","LA","P","1"
"26","248","BENNY","P1","MABA","Malus Baccata","Malus","45.466106","-73.632763",7.8,8,0.005024,"B71","Park","Public",26,"MABA","MA","P","1"
"27","108","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4658841","-73.6331271",7.9,8,0.005024,"B31","Park","Public",27,"PNSY","PN","P","1"
"28","178","BENNY","P1","JUCI","Juglans Cinerea","Juglans","45.4660372","-73.6321061",7.9,8,0.005024,"B53","Park","Public",28,"JUCI","JU","P","1"
"29","61","BENNY","P1","QUBI","Quercus Bicolor","Quercus","45.465642","-73.632901",8,8,0.005024,"B18","Park","Public",29,"QUBI","QU","P","1"
"30","71","BENNY","P1","MABA","Malus Baccata","Malus","45.4662023","-73.6329826",8,8,0.005024,"B2","Park","Public",30,"MABA","MA","P","1"
"31","187","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664912","-73.6325618",8.2,8,0.005024,"B55","Park","Public",31,"CAAB","CA","P","1"
"32","188","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664807","-73.6326231",8.3,8,0.005024,"B55","Park","Public",32,"CAAB","CA","P","1"
"33","62","BENNY","P1","PNST","Pinus Strobus","Pinus","45.4657879","-73.6328894",8.5,9,0.0063585,"B18","Park","Public",33,"PNST","PN","P","1"
"34","119","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655069","-73.6324632",8.7,9,0.0063585,"B34","Park","Public",34,"RHTY","RH","P","1"
"35","179","BENNY","P1","JUNI","Juglans Nigra","Juglans","45.465997","-73.632003",8.8,9,0.0063585,"B53","Park","Public",35,"JUNI","JU","P","1"
"36","181","BENNY","P1","GYDI","Gymnocladus Dioicus","Gymnocladus","45.467182","-73.632321",8.8,9,0.0063585,"B54","Park","Public",36,"GYDI","GY","P","1"
"37","109","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4658627","-73.6330231",9.3,9,0.0063585,"B31","Park","Public",37,"PNSY","PN","P","1"
"38","301","BENNY","P1","ACNE","Acer Negundo","Acer","45.4671908","-73.6330721",9.3,9,0.0063585,"B83","Park","Public",38,"ACNE","AC","P","1"
"39","58","BENNY","P1","MABA","Malus Baccata","Malus","45.4669869","-73.6322446",9.4,9,0.0063585,"B14","Park","Public",39,"MABA","MA","P","1"
"40","225","BENNY","P1","LADE","Larix Decidua","Larix","45.4661703","-73.6334362",10,10,0.00785,"B7","Park","Public",40,"LADE","LA","P","1"
"41","59","BENNY","P1","MABA","Malus Baccata","Malus","45.4669528","-73.6322597",10.1,10,0.00785,"B14","Park","Public",41,"MABA","MA","P","1"
"42","110","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4659088","-73.6330037",10.3,10,0.00785,"B31","Park","Public",42,"PNSY","PN","P","1"
"43","189","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664988","-73.6325997",10.3,10,0.00785,"B55","Park","Public",43,"CAAB","CA","P","1"
"44","190","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4665124","-73.6325986",10.4,10,0.00785,"B55","Park","Public",44,"CAAB","CA","P","1"
"45","133","BENNY","P1","ULXXFR","Ulmus 'Frontier'","Ulmus","45.46641","-73.632828",10.5,11,0.0094985,"B37","Park","Public",45,"ULXXFR","UL","P","1"
"46","148","BENNY","P1","QUMA","Quercus Macrocarpa","Quercus","45.46572","-73.6328146",10.7,11,0.0094985,"B42","Park","Public",46,"QUMA","QU","P","1"
"47","191","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664988","-73.6326117",11.3,11,0.0094985,"B55","Park","Public",47,"CAAB","CA","P","1"
"48","147","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4668449","-73.632708",11.7,12,0.011304,"B41","Park","Public",48,"CAAB","CA","P","1"
"49","284","BENNY","P1","PIAB","Picea Abies","Picea","45.4661402","-73.6323083",12,12,0.011304,"B82","Park","Public",49,"PIAB","PI","P","1"
"50","74","BENNY","P1","PIAB","Picea Abies","Picea","45.466705","-73.631407",12.1,12,0.011304,"B20","Park","Public",50,"PIAB","PI","P","1"
"51","238","BENNY","P1","MABA","Malus Baccata","Malus","45.467089","-73.631993",12.1,12,0.011304,"B70","Park","Public",51,"MABA","MA","P","1"
"52","14","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662871","-73.6327341",12.3,12,0.011304,"B11","Park","Public",52,"THOC","TH","P","1"
"53","15","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662998","-73.632768",12.3,12,0.011304,"B11","Park","Public",53,"THOC","TH","P","1"
"54","66","BENNY","P1","PIAB","Picea Abies","Picea","45.466615","-73.63124",12.3,12,0.011304,"B19","Park","Public",54,"PIAB","PI","P","1"
"55","192","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664626","-73.632593",12.3,12,0.011304,"B55","Park","Public",55,"CAAB","CA","P","1"
"56","193","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664901","-73.6325745",12.3,12,0.011304,"B55","Park","Public",56,"CAAB","CA","P","1"
"57","239","BENNY","P1","VILE","Viburnum Lentago","Viburnum","45.4669846","-73.6317635",12.3,12,0.011304,"B70","Park","Public",57,"VILE","VI","P","1"
"58","78","BENNY","P1","MABA","Malus Baccata","Malus","45.467512","-73.63321",12.4,12,0.011304,"B21","Park","Public",58,"MABA","MA","P","1"
"59","313","BENNY","P1","GYDI","Gymnocladus Dioicus","Gymnocladus","45.466066","-73.632683",12.5,13,0.0132665,"B90","Park","Public",59,"GYDI","GY","P","1"
"60","16","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4663328","-73.6327435",12.6,13,0.0132665,"B11","Park","Public",60,"CAAB","CA","P","1"
"61","285","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661905","-73.6323472",12.6,13,0.0132665,"B82","Park","Public",61,"THOC","TH","P","1"
"62","75","BENNY","P1","PIAB","Picea Abies","Picea","45.466656","-73.631404",12.8,13,0.0132665,"B20","Park","Public",62,"PIAB","PI","P","1"
"63","182","BENNY","P1","GYDI","Gymnocladus Dioicus","Gymnocladus","45.467205","-73.6323",13,13,0.0132665,"B54","Park","Public",63,"GYDI","GY","P","1"
"64","208","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.466167","-73.6317757",13,13,0.0132665,"B60","Park","Public",64,"THOC","TH","P","1"
"65","1","BENNY","P1","LALA","Larix Laricina","Larix","45.466129","-73.633357",13.1,13,0.0132665,"B10","Park","Public",65,"LALA","LA","P","1"
"66","120","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655034","-73.6324354",13.2,13,0.0132665,"B34","Park","Public",66,"RHTY","RH","P","1"
"67","17","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662822","-73.6327707",13.3,13,0.0132665,"B11","Park","Public",67,"THOC","TH","P","1"
"68","166","BENNY","P1","QUMA","Quercus Macrocarpa","Quercus","45.4661294","-73.6330885",13.4,13,0.0132665,"B49","Park","Public",68,"QUMA","QU","P","1"
"69","240","BENNY","P1","MABA","Malus Baccata","Malus","45.467075","-73.631961",13.4,13,0.0132665,"B70","Park","Public",69,"MABA","MA","P","1"
"70","76","BENNY","P1","PIAB","Picea Abies","Picea","45.466687","-73.631451",13.5,14,0.015386,"B20","Park","Public",70,"PIAB","PI","P","1"
"71","286","BENNY","P1","PIAB","Picea Abies","Picea","45.4661136","-73.632319",13.5,14,0.015386,"B82","Park","Public",71,"PIAB","PI","P","1"
"72","287","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661668","-73.6323459",13.5,14,0.015386,"B82","Park","Public",72,"THOC","TH","P","1"
"73","241","BENNY","P1","MABA","Malus Baccata","Malus","45.467103","-73.632034",13.6,14,0.015386,"B70","Park","Public",73,"MABA","MA","P","1"
"74","2","BENNY","P1","LALA","Larix Laricina","Larix","45.466133","-73.63329",13.7,14,0.015386,"B10","Park","Public",74,"LALA","LA","P","1"
"75","217","BENNY","P1","QUMA","Quercus Macrocarpa","Quercus","45.465839","-73.6328042",13.7,14,0.015386,"B64","Park","Public",75,"QUMA","QU","P","1"
"76","72","BENNY","P1","ULXXFR","Ulmus 'Frontier'","Ulmus","45.466311","-73.632914",14,14,0.015386,"B2","Park","Public",76,"ULXXFR","UL","P","1"
"77","67","BENNY","P1","SOAU","Sorbus Aucuparia","Sorbus","45.466501","-73.631304",14.1,14,0.015386,"B19","Park","Public",77,"SOAU","SO","P","1"
"78","18","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662314","-73.6327643",14.3,14,0.015386,"B11","Park","Public",78,"THOC","TH","P","1"
"79","19","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662763","-73.6327345",14.3,14,0.015386,"B11","Park","Public",79,"THOC","TH","P","1"
"80","20","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662853","-73.6327351",14.3,14,0.015386,"B11","Park","Public",80,"THOC","TH","P","1"
"81","218","BENNY","P1","PNST","Pinus Strobus","Pinus","45.4658606","-73.6327231",14.3,14,0.015386,"B64","Park","Public",81,"PNST","PN","P","1"
"82","249","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661713","-73.6327844",14.3,14,0.015386,"B71","Park","Public",82,"THOC","TH","P","1"
"83","288","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661776","-73.6323422",14.3,14,0.015386,"B82","Park","Public",83,"THOC","TH","P","1"
"84","194","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664828","-73.6326238",14.4,14,0.015386,"B55","Park","Public",84,"CAAB","CA","P","1"
"85","314","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.466132","-73.6326912",14.4,14,0.015386,"B90","Park","Public",85,"THOC","TH","P","1"
"86","21","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4663527","-73.632722",14.5,15,0.0176625,"B11","Park","Public",86,"CAAB","CA","P","1"
"87","121","BENNY","P1","CAGL","Carya Glabra","Carya","45.4655309","-73.6323415",14.5,15,0.0176625,"B34","Park","Public",87,"CAGL","CA","P","1"
"88","22","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662474","-73.6327703",14.6,15,0.0176625,"B11","Park","Public",88,"THOC","TH","P","1"
"89","23","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4663078","-73.6327643",14.6,15,0.0176625,"B11","Park","Public",89,"THOC","TH","P","1"
"90","183","BENNY","P1","MABA","Malus Baccata","Malus","45.467176","-73.632199",14.6,15,0.0176625,"B54","Park","Public",90,"MABA","MA","P","1"
"91","302","BENNY","P1","VILE","Viburnum Lentago","Viburnum","45.4672079","-73.6331147",14.6,15,0.0176625,"B83","Park","Public",91,"VILE","VI","P","1"
"92","289","BENNY","P1","PIAB","Picea Abies","Picea","45.4661686","-73.6322765",15,15,0.0176625,"B82","Park","Public",92,"PIAB","PI","P","1"
"93","184","BENNY","P1","MABA","Malus Baccata","Malus","45.467158","-73.632161",15.2,15,0.0176625,"B54","Park","Public",93,"MABA","MA","P","1"
"94","290","BENNY","P1","PIAB","Picea Abies","Picea","45.4661261","-73.6322721",15.2,15,0.0176625,"B82","Park","Public",94,"PIAB","PI","P","1"
"95","24","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4663436","-73.6327455",15.3,15,0.0176625,"B11","Park","Public",95,"CAAB","CA","P","1"
"96","278","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4660092","-73.6324511",15.3,15,0.0176625,"B80","Park","Public",96,"THOC","TH","P","1"
"97","195","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4665058","-73.6325987",15.4,15,0.0176625,"B55","Park","Public",97,"CAAB","CA","P","1"
"98","250","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661564","-73.6327375",15.4,15,0.0176625,"B71","Park","Public",98,"THOC","TH","P","1"
"99","111","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4659575","-73.6329785",15.5,16,0.020096,"B31","Park","Public",99,"PNSY","PN","P","1"
"100","25","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662719","-73.6327894",15.7,16,0.020096,"B11","Park","Public",100,"THOC","TH","P","1"
"101","196","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664677","-73.6326329",15.7,16,0.020096,"B55","Park","Public",101,"CAAB","CA","P","1"
"102","251","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661879","-73.6327603",16.2,16,0.020096,"B71","Park","Public",102,"THOC","TH","P","1"
"103","167","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4656631","-73.6325296",16.3,16,0.020096,"B5","Park","Public",103,"PNSY","PN","P","1"
"104","197","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664722","-73.6326355",16.3,16,0.020096,"B55","Park","Public",104,"CAAB","CA","P","1"
"105","252","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661919","-73.6327619",16.3,16,0.020096,"B71","Park","Public",105,"THOC","TH","P","1"
"106","291","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661837","-73.6323559",16.3,16,0.020096,"B82","Park","Public",106,"THOC","TH","P","1"
"107","26","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662455","-73.6327485",16.4,16,0.020096,"B11","Park","Public",107,"THOC","TH","P","1"
"108","27","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4663288","-73.6327418",16.4,16,0.020096,"B11","Park","Public",108,"CAAB","CA","P","1"
"109","253","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.466143","-73.6327043",16.4,16,0.020096,"B71","Park","Public",109,"THOC","TH","P","1"
"110","292","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662016","-73.6323439",16.4,16,0.020096,"B82","Park","Public",110,"THOC","TH","P","1"
"111","3","BENNY","P1","LALA","Larix Laricina","Larix","45.466145","-73.633212",16.5,17,0.0226865,"B10","Park","Public",111,"LALA","LA","P","1"
"112","28","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662968","-73.6327817",16.5,17,0.0226865,"B11","Park","Public",112,"THOC","TH","P","1"
"113","254","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661823","-73.6327982",16.7,17,0.0226865,"B71","Park","Public",113,"THOC","TH","P","1"
"114","198","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664894","-73.6326201",17.2,17,0.0226865,"B55","Park","Public",114,"CAAB","CA","P","1"
"115","29","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662796","-73.6327435",17.3,17,0.0226865,"B11","Park","Public",115,"THOC","TH","P","1"
"116","242","BENNY","P1","VILE","Viburnum Lentago","Viburnum","45.4670102","-73.6317776",17.3,17,0.0226865,"B70","Park","Public",116,"VILE","VI","P","1"
"117","255","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661355","-73.6326976",17.3,17,0.0226865,"B71","Park","Public",117,"THOC","TH","P","1"
"118","30","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662227","-73.6328059",17.5,18,0.025434,"B11","Park","Public",118,"THOC","TH","P","1"
"119","199","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4665016","-73.6325779",17.6,18,0.025434,"B55","Park","Public",119,"CAAB","CA","P","1"
"120","256","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661938","-73.6327777",17.7,18,0.025434,"B71","Park","Public",120,"THOC","TH","P","1"
"121","68","BENNY","P1","PIAB","Picea Abies","Picea","45.466612","-73.631319",17.9,18,0.025434,"B19","Park","Public",121,"PIAB","PI","P","1"
"122","306","BENNY","P1","CTSP","Catalpa Speciosa","Catalpa","45.465731","-73.632301",18.1,18,0.025434,"B87","Park","Public",122,"CTSP","CT","P","1"
"123","31","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662361","-73.6327737",18.2,18,0.025434,"B11","Park","Public",123,"THOC","TH","P","1"
"124","32","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662288","-73.6328018",18.3,18,0.025434,"B11","Park","Public",124,"THOC","TH","P","1"
"125","33","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662935","-73.6327559",18.3,18,0.025434,"B11","Park","Public",125,"THOC","TH","P","1"
"126","34","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.466353","-73.6327026",18.3,18,0.025434,"B11","Park","Public",126,"CAAB","CA","P","1"
"127","122","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655149","-73.6324622",18.3,18,0.025434,"B34","Park","Public",127,"RHTY","RH","P","1"
"128","200","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664927","-73.6325722",18.3,18,0.025434,"B55","Park","Public",128,"CAAB","CA","P","1"
"129","35","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4663506","-73.6327187",18.4,18,0.025434,"B11","Park","Public",129,"CAAB","CA","P","1"
"130","201","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664884","-73.6325859",18.4,18,0.025434,"B55","Park","Public",130,"CAAB","CA","P","1"
"131","293","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661722","-73.6323576",18.4,18,0.025434,"B82","Park","Public",131,"THOC","TH","P","1"
"132","36","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662629","-73.6327395",18.6,19,0.0283385,"B11","Park","Public",132,"THOC","TH","P","1"
"133","4","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4660066","-73.6332531",18.7,19,0.0283385,"B10","Park","Public",133,"PNSY","PN","P","1"
"134","185","BENNY","P1","GYDI","Gymnocladus Dioicus","Gymnocladus","45.467179","-73.632283",18.9,19,0.0283385,"B54","Park","Public",134,"GYDI","GY","P","1"
"135","294","BENNY","P1","PIAB","Picea Abies","Picea","45.4661656","-73.6322382",18.9,19,0.0283385,"B82","Park","Public",135,"PIAB","PI","P","1"
"136","37","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662399","-73.632766",19.3,19,0.0283385,"B11","Park","Public",136,"THOC","TH","P","1"
"137","123","BENNY","P1","RHTY","Rhus Typhina","Rhus","45.4655469","-73.6324428",19.4,19,0.0283385,"B34","Park","Public",137,"RHTY","RH","P","1"
"138","257","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.466182","-73.6327512",19.7,20,0.0314,"B71","Park","Public",138,"THOC","TH","P","1"
"139","258","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661491","-73.6327187",19.8,20,0.0314,"B71","Park","Public",139,"THOC","TH","P","1"
"140","124","BENNY","P1","JUNI","Juglans Nigra","Juglans","45.465592","-73.632351",19.9,20,0.0314,"B34","Park","Public",140,"JUNI","JU","P","1"
"141","295","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661559","-73.6323693",20.2,20,0.0314,"B82","Park","Public",141,"THOC","TH","P","1"
"142","38","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4663304","-73.6327402",20.3,20,0.0314,"B11","Park","Public",142,"THOC","TH","P","1"
"143","103","BENNY","P1","ACNE","Picea Pungens","Picea","45.467366","-73.633222",20.3,20,0.0314,"B3","Park","Public",143,"ACNE","AC","P","1"
"144","303","BENNY","P1","ACNE","Acer Negundo","Acer","45.467187","-73.6330868",20.3,20,0.0314,"B83","Park","Public",144,"ACNE","AC","P","1"
"145","202","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664767","-73.6326074",20.4,20,0.0314,"B55","Park","Public",145,"CAAB","CA","P","1"
"146","296","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661881","-73.6323382",20.5,21,0.0346185,"B82","Park","Public",146,"THOC","TH","P","1"
"147","161","BENNY","P1","PRVISC","Prunus Virginiana 'Schubert'","Prunus","45.467528","-73.633235",20.6,21,0.0346185,"B45","Park","Public",147,"PRVISC","PR","P","1"
"148","168","BENNY","P1","JUCI","Juglans Cinerea","Juglans","45.465788","-73.63237",20.6,21,0.0346185,"B5","Park","Public",148,"JUCI","JU","P","1"
"149","88","BENNY","P1","PIGL","Picea Glauca","Picea","45.467421","-73.632856",20.9,21,0.0346185,"B25","Park","Public",149,"PIGL","PI","P","1"
"150","315","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661312","-73.6326875",21.1,21,0.0346185,"B90","Park","Public",150,"THOC","TH","P","1"
"151","5","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4659873","-73.6332136",21.2,21,0.0346185,"B10","Park","Public",151,"PNSY","PN","P","1"
"152","39","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4661976","-73.6327747",21.3,21,0.0346185,"B11","Park","Public",152,"THOC","TH","P","1"
"153","79","BENNY","P1","PIGL","Picea Glauca","Picea","45.467417","-73.633123",21.4,21,0.0346185,"B21","Park","Public",153,"PIGL","PI","P","1"
"154","73","BENNY","P1","ACPL","Acer Platanoides","Acer","45.466246","-73.632923",21.5,22,0.037994,"B2","Park","Public",154,"ACPL","AC","P","1"
"155","297","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4660252","-73.6324371",21.5,22,0.037994,"B82","Park","Public",155,"THOC","TH","P","1"
"156","40","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662535","-73.6327475",22.3,22,0.037994,"B11","Park","Public",156,"THOC","TH","P","1"
"157","186","BENNY","P1","MABA","Malus Baccata","Malus","45.467143","-73.632116",22.6,23,0.0415265,"B54","Park","Public",157,"MABA","MA","P","1"
"158","104","BENNY","P1","PIPU","Picea Pungens","Picea","45.467307","-73.6332",22.8,23,0.0415265,"B3","Park","Public",158,"PIPU","PI","P","1"
"159","149","BENNY","P1","PNNI","Pinus Nigra 'Austriaca'","Pinus","45.4657254","-73.6326882",22.8,23,0.0415265,"B42","Park","Public",159,"PNNI","PN","P","1"
"160","279","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4660118","-73.6324277",23,23,0.0415265,"B80","Park","Public",160,"THOC","TH","P","1"
"161","6","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4660257","-73.6333121",23.2,23,0.0415265,"B10","Park","Public",161,"PNSY","PN","P","1"
"162","129","BENNY","P1","PNSY","Pinus Sylvestris","Pinus","45.4659556","-73.6331763",23.2,23,0.0415265,"B36","Park","Public",162,"PNSY","PN","P","1"
"163","162","BENNY","P1","JUNI","Juglans Nigra","Juglans","45.467567","-73.633204",23.3,23,0.0415265,"B45","Park","Public",163,"JUNI","JU","P","1"
"164","41","BENNY","P1","THOC","Thuja Occidentalis","Thuja","45.4662124","-73.6328069",23.4,23,0.0415265,"B11","Park","Public",164,"THOC","TH","P","1"
"165","203","BENNY","P1","CAAB","Caragana Arborescens","Caragana","45.4664668","-73.6326164",23.4,23,0.0415265,"B55","Park","Public",165,"CAAB","CA","P","1"
"166","60","BENNY","P1","ACPL","Acer Platanoides","Acer","45.467384","-73.632977",23.6,24,0.045216,"B16","Park","Public",166,"ACPL","AC","P","1"
"167","134","BENNY","P1","PNNI","Pinus Nigra 'Austriaca'","Pinus","45.465728","-73.6320428",23.8,24,0.045216,"B38","Park","Public",167,"PNNI","PN","P","1"
"168","277","BENNY","P1","ACPL","Acer Platanoides","Acer","45.4663746","-73.6331723",24,24,0.045216,"B8","Park","Public",168,"ACPL","AC","P","1"
"169","169","BENNY","P1","TICO","Tilia Cordata","Tilia","45.465683","-73.63236",24.1,24,0.045216,"B5","Park","Public",169,"TICO","TI","P","1"
