"","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code","Species.Latin","DBH","Native_SLL","Native_ETF"
"266","Public","Street","S","S124","UL","ULPU","ULPUPR","Ulmus pumila 'Park Royal'",50,"N","N"
"267","Public","Street","S","S37","UL","ULCA","ULXXCA","Ulmus X 'Cathedral'",5,"N","N"
"268","Public","Street","S","S33","UL","ULHO","ULXXHO","Ulmus x 'Homestead'",5,"N","N"
"269","Public","Street","S","S33","UL","ULHO","ULXXHO","Ulmus x 'Homestead'",5,"N","N"
"270","Public","Street","S","S10","UL","ULMG","ULXXMG","Ulmus x 'Morton Glossy' (Triumph TM)",5,"N","N"
"271","Public","Street","S","S13","UL","ULMO","ULXXMO","Ulmus x 'Morton' (Accolade TM)",5,"N","N"
"272","Public","Street","S","S30","UL","ULHO","ULHOPI","Ulmus x hollandica 'Pioneer'",5,"N","N"
"273","Public","Street","S","S30","UL","ULHO","ULHOPI","Ulmus x hollandica 'Pioneer'",5,"N","N"
"274","Public","Street","S","S30","UL","ULHO","ULHOPI","Ulmus x hollandica 'Pioneer'",5,"N","N"
"275","Public","Street","S","S30","UL","ULNH","ULXXNH","Ulmus x New Horizon",5,"N","N"
"276","Public","Street","S","S30","UL","ULNH","ULXXNH","Ulmus x New Horizon",5,"N","N"
"277","Public","Street","S","S30","UL","ULNH","ULXXNH","Ulmus x New Horizon",5,"N","N"
"278","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"Y","Y"
"279","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"Y","Y"
"280","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"Y","Y"
"281","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"282","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"283","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"284","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"285","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"286","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"287","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"288","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"289","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","Y"
"290","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","N"
"291","Public","Parc","P","P1","ZE","ZESE","ZESE","Zelkova serrata",5,"N","N"
"292","Public","Street","S","S84","ZE","ZESE","ZESEGV","Zelkova serrata 'Green Vase'",28,"N","N"
"293","Public","Street","S","S84","ZE","ZESE","ZESEGV","Zelkova serrata 'Green Vase'",28,"N","N"
"294","Private","Private","R","R13","AC","ACPA","ACPA","Acer palmatum",35,"N","N"
"295","Private","Private","R","R13","SY","SYVU","SYVU","Syringa vulgaris",26.7,"N","N"
"296","Private","Private","R","R13","TH","THOC","THOC","Thuja occidentalis",20.8,"Y","Y"
"297","Private","Private","R","R13","TH","THOC","THOC","Thuja occidentalis",20.8,"Y","Y"
"298","Private","Private","R","R13","TH","THOC","THOC","Thuja occidentalis",20.8,"Y","Y"
"299","Private","Private","R","R13","TH","THOC","THOC","Thuja occidentalis",20.8,"Y","Y"
"300","Private","Private","R","R13","MA","MA","MA","Magnolia x ",13.8,"N","N"
"301","Private","Private","R","R13","BE","BEPA","BEPA","Betula papyrifera",49,"Y","Y"
"302","Private","Private","R","R14","PI","PIAB","PIAB","Picea abies",26.1,"N","N"
"303","Private","Private","R","R14","PI","PIAB","PIAB","Picea abies",26.1,"N","N"
"304","Private","Private","R","R14","PI","PIAB","PIAB","Picea abies",26.1,"N","N"
"305","Private","Private","R","R19","SO","SOTH","SOXXTH","Sorbus_x_thuringiaca",50.2,"N","N"
"306","Private","Private","R","R20","RH","RHTY","RHTY","Rhus typhina",5.9,"Y","Y"
"307","Private","Private","R","R11","PR","PRVI","PRVI","Prunus virginiana",6,"Y","Y"
"308","Private","Private","R","R11","PR","PRVI","PRVI","Prunus virginiana",6,"Y","Y"
"309","Private","Private","R","R11","PR","PRVI","PRVI","Prunus virginiana",6,"Y","Y"
"310","Private","Private","R","R26","CU","CPCA","CPCA","Cupressus cashmeriana",9.1,"Y","Y"
"311","Private","Private","R","R26","CO","CTCO","CTCO","Cotinus coggygria",9.2,"N","N"
"312","Private","Private","R","R27","MO","MOAL","MOAL","Morus alba",24.7,"N","N"
"313","Private","Private","R","R32","TA","TACA","TACA","Taxus canadensis",5.3,"Y","Y"
"314","Private","Private","R","R35","RO","ROCA","ROCA","Rosa canina",13.3,"N","N"
"315","Private","Private","R","R35","PO","PODE","PODE","Populus deltoides",86.93,"Y","Y"
"316","Private","Private","R","R36","SO","SOAM","SOAM","Sorbus americana ",19.6,"Y","Y"
"317","Private","Private","R","R38","PI","PIPU","PIPU","Picea pungens",23.9,"N","N"
"318","Private","Private","R","R38","PI","PIPU","PIPU","Picea pungens",23.9,"N","N"
"319","Private","Private","R","R38","PI","PIPU","PIPU","Picea pungens",23.9,"N","N"
"320","Private","Private","R","R38","PI","PIPU","PIPU","Picea pungens",23.9,"N","N"
"321","Private","Private","R","R42","SO","SOAU","SOAU","Sorbus aucuparia",16.2,"N","N"
"322","Private","Private","R","R42","SO","SOAU","SOAU","Sorbus aucuparia",16.2,"N","N"
"323","Private","Private","R","R42","SO","SOAU","SOAU","Sorbus aucuparia",16.2,"N","N"
"324","Private","Private","R","R48","MA","MASY","MASY","Malus sylvestris",24.3,"N","N"
"325","Private","Private","R","R48","AM","AMAR","AMAR","Amelanchier arborea",5.9,"Y","Y"
"326","Private","Private","R","R56","CA","CAAB","CAAB","Caragana arborescens",6.3,"N","N"
"327","Private","Private","R","R57","PR","PRCE","PRCE","Prunus cerasifera",10,"N","N"
"328","Private","Private","R","R57","PR","PRCE","PRCE","Prunus cerasifera",10,"N","N"
"329","Private","Private","R","R62","UL","ULRU","ULRU","Ulmus rubra",48.7,"Y","Y"
"330","Private","Private","R","R63","SA","SACA","SACA","Sambucus canadensis",5,"Y","Y"
"331","Private","Private","R","R65","MO","MORU","MORU","Morus rubra",8.7,"N","Y"
"332","Private","Private","R","R66","AE","AEHI","AEHI","Aesculus hippocastanum",38.1,"N","N"
"333","Private","Private","R","R67","SA","SAHU","SAHU","Salix humboldtiana",13.7,"N","N"
"334","Private","Private","R","R67","EU","EUAL","EUAL","Euonymus alatus",20.9,"N","N"
"335","Private","Private","R","R67","RH","RHAR","RHAR","Rhus aromatica",3.9,"Y","Y"
"336","Private","Private","R","R67","JU","JUVI","JUVI","Juniperus virginiana",8.5,"Y","Y"
"337","Private","Private","R","R72","PO","PONI","PONI","Populus Nigra",159.5,"N","N"
"338","Private","Private","R","R73","LO","LOPE","LOPER","Lonicera periclymenum",7,"N","N"
"339","Private","Private","R","R74","MA","MAIO","MAIO","Malus ioensis",32.5,"N","Y"
"340","Private","Private","R","R82","MA","MGSO","MGXXSO","Magnolia × soulangeana",15.2,"N","N"
"341","Private","Private","R","R83","UL","ULMI","ULMI","Ulmus minor Mill.",4.8,"N","N"
"342","Private","Private","R","R86","PR","PRAV","PRAV","Prunus avium ",2.5,"N","N"
"343","Private","Private","R","R86","AM","AMSA","AMSA","Amelanchier sanguinea",19,"Y","Y"
"344","Private","Private","R","R3","BE","BEPO","BEPO","Betula populifolia",13.9,"Y","Y"
"345","Private","Private","R","R3","EU","EUEU","EUEU","Euonymus europaeus",11.4,"N","N"
"346","Private","Private","R","R90","SA","SAAL","SAAL","Salix alba",50.6,"N","N"
"347","Private","Private","R","R7","LI","LIVU","LIVU","Ligustrum vulgare",4.9,"N","N"
"348","Private","Private","R","R4","AC","ACFR","ACFR","Acer × freemanii",45.4,"Y","Y"
"349","Private","Private","R","R4","AC","ACFR","ACFR","Acer × freemanii",45.4,"Y","Y"
"350","Private","Private","R","R4","AC","ACFR","ACFR","Acer × freemanii",45.4,"Y","Y"
"351","Private","Private","R","R4","AC","ACFR","ACFR","Acer × freemanii",45.4,"Y","Y"
"352","Private","Private","R","R4","AC","ACFR","ACFR","Acer × freemanii",45.4,"Y","Y"
"353","Private","Private","R","R4","AC","ACFR","ACFR","Acer × freemanii",45.4,"Y","Y"
"354","Private","Private","R","R4","AC","ACFR","ACFR","Acer × freemanii",45.4,"Y","Y"
"355","Private","Private","R","R94","PI","PIMA","PIMA","Picea mariana",13.7,"Y","Y"
"356","Private","Private","R","R94","VI","VIAC","VIAC","Viburnum acerifolium",15.8,"Y","Y"
"357","Private","Private","R","R103","FR","FRPR","FRPR","Fraxinus profunda",17.4,"N","Y"
"358","Private","Private","R","R9","PR","PRPE","PRPE","Prunus pensylvanica",18.7,"N","N"
"359","Private","Private","R","R110","AC","ACRU","ACRU","Acer rubrum",24.8,"Y","Y"
"360","Private","Private","R","R110","AC","ACRU","ACRU","Acer rubrum",24.8,"Y","Y"
"361","Private","Private","R","R113","AR","ARSP","ARSP","Aralia Spinosa",4.1,"N","Y"
"362","Private","Private","R","R114","JU","JUCI","JUCI","Juglans cinerea",60.5,"Y","Y"
"363","Private","Private","R","R115","HY","HYAR","HYAR","Hydrangea_arborescens",6.7,"N","Y"
"364","Private","Private","R","R117","PI","PNNI","PNNI","Pinus nigra",26,"N","N"
"365","Private","Private","R","R117","PI","PNNI","PNNI","Pinus nigra",26,"N","N"
"366","Private","Private","R","R118","PI","PIGL","PIGL","Picea glauca",46,"Y","Y"
"367","Private","Private","R","R118","PI","PIGL","PIGL","Picea glauca",46,"Y","Y"
"368","Private","Private","R","R118","RH","RHCA","RHCA","Rhamnus cathartica",9.7,"N","N"
"369","Private","Private","R","R118","MA","MADA","MAXXDA","Magnolia x 'Daybreak'",5,"N","N"
"370","Private","Private","R","R118","HY","HY","HY","Hydrangea x",5.1,NA,NA
"371","Private","Private","R","R118","AC","ACGI","ACGI","Acer ginnala",3.3,"N","N"
"372","Private","Private","R","R118","AC","ACGI","ACGI","Acer ginnala",3.3,"N","N"
"373","Private","Private","R","R118","AC","ACGI","ACGI","Acer ginnala",3.3,"N","N"
"374","Private","Private","R","R118","PI","PNRE","PNRE","Pinus resinosa",46,"Y","Y"
"375","Private","Private","R","R118","PI","PNRE","PNRE","Pinus resinosa",46,"Y","Y"
"376","Private","Private","R","R127","MA","ST","ST","Magnolia stellata",29.1,"N","N"
"377","Private","Private","R","R128","MA","MAKO","MAKO","Magnolia_kobus",35,"N","N"
"378","Private","Private","R","R128","TS","TSCA","TSCA","Tsuga caroliana ",21.3,"Y","Y"
"379","Private","Private","R","R129","PR","PRCS","PRCS","Prunus cerasus",29.8,"N","N"
"380","Private","Private","R","R132","LO","EU","LOPE","Lonicera periclymenum",8.8,"N","N"
"381","Private","Private","R","R132","CO","COAL","COAL","Cornus alternifolia",13,"Y","Y"
"382","Private","Private","R","R136","SY","SYPU","SYPU","Syringa pubescens",3.6,"N","N"
"383","Private","Private","R","R136","PR","PRDO","PRDO","Prunus domestica",11,"N","N"
"384","Private","Private","R","R136","HE","HEMI","HEMI","Heptacodium miconioides",5.1,"N","N"
"385","Private","Private","R","R137","HY","HYPA","HYPA","Hydrangea_peniculata",9.3,"N","N"
"386","Private","Private","R","R143","PR","PR","PR","Prunus x ",4.6,NA,NA
"387","Private","Private","R","R146","CR","CGPU","CGPU","Crataegus punctata",3.6,"Y","Y"
"388","Private","Private","R","R151","BR","BRPA","BRPA","Broussonetia papyrifera",5,"N","N"
"389","Private","Private","R","R152","PI","PIBA","PIBA","Pinus banksiana",14.1,"Y","Y"
"390","Private","Private","R","R154","TI","TIAM","TIAMHE","Tilia americana var. heterophylla",95,"Y","Y"
"391","Private","Private","R","R154","TI","TIAM","TIAMHE","Tilia americana var. heterophylla",95,"Y","Y"
"392","Private","Private","R","R154","TI","TIAM","TIAMHE","Tilia americana var. heterophylla",95,"Y","Y"
"393","Private","Private","R","R155","PI","PIRU","PIRU","Picea rubens",52.7,"Y","Y"
"394","Private","Private","R","R156","LA","LADE","LADE","Larix decidua",37,"N","N"
"395","Private","Private","R","R156","PI","PNSY","PNSY","Pinus sylvestris",22.2,"N","N"
"396","Private","Private","R","R156","CE","CECA","CECA","Cercis canadensis",49.4,"N","Y"
"397","Private","Private","R","R161","WE","WE","WE","Weigela x ",10.4,"N","Y"
"398","Private","Private (Alley)","A","A1","UL","ULLA","ULLA","Ulmus laevis",29.2,"N","N"
"399","Private","Private (Alley)","A","A1","FR","FRAM","FRAM","Fraxinus americana",51.6,"Y","Y"
"400","Private","Private (Alley)","A","A1","FR","FRAM","FRAM","Fraxinus americana",51.6,"Y","Y"
"401","Private","Private (Alley)","A","A1","FR","FRAM","FRAM","Fraxinus americana",51.6,"Y","Y"
"402","Private","Private (Alley)","A","A1","FR","FRAM","FRAM","Fraxinus americana",51.6,"Y","Y"
"403","Private","Private (Alley)","A","A1","FR","FRAM","FRAM","Fraxinus americana",51.6,"Y","Y"
"404","Private","Private (Alley)","A","A6","CO","COSA","COSA","Cornus sanquinea",12.6,"N","N"
"405","Private","Institutional","I","I6","MA","MASS","MAXXSS","Malus_x_'Spring_Snow'",4,"N","N"
"406","Private","Institutional","I","I6","LA","LALA","LALA","Larix laricina",48,"Y","Y"
"407","Private","Institutional","I","I6","BE","BEPE","BEPE","Betula pendula",9,"N","N"
"408","Private","Institutional","I","I1","EL","ELAN","ELAN","Elaeagnus angustifolia",5,"N","N"
"409","Private","Institutional","I","I1","SA","SADI","SADI","Salix discolor",27.3,"Y","Y"
"410","Private","Institutional","I","I1","FA","FAGR","FAGR","Fagus Grandifolia",17.2,"Y","Y"
"411","Private","Private (Alley)","A","A13","RH","RHGL","RHGL","Rhus glabra",4.6,"Y","Y"
