"","Plot.code","Site.Type","Site.Code","total.per.site","Region","Proportion","SLL.per.site","ETF.per.site"
"717",2,"S","S1041",18,"ETF",0,NA,0
"718",2,"S","S1041",18,"SLL",0,0,NA
"719",2,"S","S1042",16,"ETF",0,NA,0
"720",2,"S","S1042",16,"SLL",0,0,NA
"721",2,"S","S1043",18,"ETF",0,NA,0
"722",2,"S","S1043",18,"SLL",0,0,NA
"723",2,"S","S1044",23,"ETF",0,NA,0
"724",2,"S","S1044",23,"SLL",0,0,NA
"725",2,"S","S1045",16,"ETF",0,NA,0
"726",2,"S","S1045",16,"SLL",0,0,NA
"727",2,"S","S1046",22,"ETF",0,NA,0
"728",2,"S","S1046",22,"SLL",0,0,NA
"729",2,"S","S1047",20,"ETF",0,NA,0
"730",2,"S","S1047",20,"SLL",0,0,NA
"731",2,"S","S1048",22,"ETF",0,NA,0
"732",2,"S","S1048",22,"SLL",0,0,NA
"733",2,"S","S1049",12,"ETF",0,NA,0
"734",2,"S","S1049",12,"SLL",0,0,NA
"735",2,"S","S1050",9,"ETF",0,NA,0
"736",2,"S","S1050",9,"SLL",0,0,NA
"737",2,"S","S1051",21,"ETF",0,NA,0
"738",2,"S","S1051",21,"SLL",0,0,NA
"739",2,"S","S1052",17,"ETF",0,NA,0
"740",2,"S","S1052",17,"SLL",0,0,NA
"741",2,"S","S1053",11,"ETF",0,NA,0
"742",2,"S","S1053",11,"SLL",0,0,NA
"743",2,"S","S1054",14,"ETF",0,NA,0
"744",2,"S","S1054",14,"SLL",0,0,NA
"745",2,"S","S1055",18,"ETF",0,NA,0
"746",2,"S","S1055",18,"SLL",0,0,NA
"747",2,"S","S1056",14,"ETF",0,NA,0
"748",2,"S","S1056",14,"SLL",0,0,NA
"749",2,"S","S1057",17,"ETF",0,NA,0
"750",2,"S","S1057",17,"SLL",0,0,NA
"751",2,"S","S1058",9,"ETF",0,NA,0
"752",2,"S","S1058",9,"SLL",0,0,NA
"753",2,"S","S1059",12,"ETF",0,NA,0
"754",2,"S","S1059",12,"SLL",0,0,NA
"755",2,"S","S1060",8,"ETF",0,NA,0
"756",2,"S","S1060",8,"SLL",0,0,NA
"757",2,"S","S1061",16,"ETF",0,NA,0
"758",2,"S","S1061",16,"SLL",0,0,NA
"759",2,"S","S1062",13,"ETF",0,NA,0
"760",2,"S","S1062",13,"SLL",0,0,NA
"761",2,"S","S1063",17,"ETF",0,NA,0
"762",2,"S","S1063",17,"SLL",0,0,NA
"763",2,"S","S1064",24,"ETF",0,NA,0
"764",2,"S","S1064",24,"SLL",0,0,NA
"765",2,"S","S1065",17,"ETF",0,NA,0
"766",2,"S","S1065",17,"SLL",0,0,NA
"767",2,"S","S1066",9,"ETF",0,NA,0
"768",2,"S","S1066",9,"SLL",0,0,NA
"769",2,"S","S1067",15,"ETF",0,NA,0
"770",2,"S","S1067",15,"SLL",0,0,NA
"771",2,"S","S1068",17,"ETF",0,NA,0
"772",2,"S","S1068",17,"SLL",0,0,NA
"773",2,"S","S1069",17,"ETF",0,NA,0
"774",2,"S","S1069",17,"SLL",0,0,NA
"775",2,"S","S1070",19,"ETF",0,NA,0
"776",2,"S","S1070",19,"SLL",0,0,NA
"777",2,"S","S1071",20,"ETF",0,NA,0
"778",2,"S","S1071",20,"SLL",0,0,NA
"779",2,"S","S1072",13,"ETF",0,NA,0
"780",2,"S","S1072",13,"SLL",0,0,NA
"781",2,"S","S1073",19,"ETF",0,NA,0
"782",2,"S","S1073",19,"SLL",0,0,NA
"783",2,"S","S1074",17,"ETF",0,NA,0
"784",2,"S","S1074",17,"SLL",0,0,NA
"785",2,"S","S1075",17,"ETF",0,NA,0
"786",2,"S","S1075",17,"SLL",0,0,NA
"787",2,"S","S1076",13,"ETF",0,NA,0
"788",2,"S","S1076",13,"SLL",0,0,NA
"789",2,"S","S1077",21,"ETF",0,NA,0
"790",2,"S","S1077",21,"SLL",0,0,NA
"791",2,"S","S1078",15,"ETF",0,NA,0
"792",2,"S","S1078",15,"SLL",0,0,NA
"793",2,"S","S1079",28,"ETF",0,NA,0
"794",2,"S","S1079",28,"SLL",0,0,NA
"795",2,"S","S1080",24,"ETF",0,NA,0
"796",2,"S","S1080",24,"SLL",0,0,NA
"797",2,"S","S1081",7,"ETF",0,NA,0
"798",2,"S","S1081",7,"SLL",0,0,NA
"799",2,"S","S1082",19,"ETF",0,NA,0
"800",2,"S","S1082",19,"SLL",0,0,NA
"801",2,"S","S1083",13,"ETF",0,NA,0
"802",2,"S","S1083",13,"SLL",0,0,NA
"803",2,"S","S1084",25,"ETF",0,NA,0
"804",2,"S","S1084",25,"SLL",0,0,NA
"805",2,"S","S1085",12,"ETF",0,NA,0
"806",2,"S","S1085",12,"SLL",0,0,NA
"807",2,"S","S1086",12,"ETF",0,NA,0
"808",2,"S","S1086",12,"SLL",0,0,NA
"809",2,"S","S1087",8,"ETF",0,NA,0
"810",2,"S","S1087",8,"SLL",0,0,NA
"811",2,"S","S1088",16,"ETF",0,NA,0
"812",2,"S","S1088",16,"SLL",0,0,NA
"813",2,"S","S1089",16,"ETF",0,NA,0
"814",2,"S","S1089",16,"SLL",0,0,NA
"815",2,"S","S1090",10,"ETF",0,NA,0
"816",2,"S","S1090",10,"SLL",0,0,NA
"817",2,"S","S1091",12,"ETF",0,NA,0
"818",2,"S","S1091",12,"SLL",0,0,NA
"819",2,"S","S1092",15,"ETF",0,NA,0
"820",2,"S","S1092",15,"SLL",0,0,NA
"821",2,"S","S1093",11,"ETF",0,NA,0
"822",2,"S","S1093",11,"SLL",0,0,NA
"823",2,"S","S1094",18,"ETF",0,NA,0
"824",2,"S","S1094",18,"SLL",0,0,NA
"825",2,"S","S1095",10,"ETF",0,NA,0
"826",2,"S","S1095",10,"SLL",0,0,NA
"827",2,"S","S1096",16,"ETF",0,NA,0
"828",2,"S","S1096",16,"SLL",0,0,NA
"829",2,"S","S1097",10,"ETF",0,NA,0
"830",2,"S","S1097",10,"SLL",0,0,NA
"831",2,"S","S1098",19,"ETF",0,NA,0
"832",2,"S","S1098",19,"SLL",0,0,NA
"833",2,"S","S1099",12,"ETF",0,NA,0
"834",2,"S","S1099",12,"SLL",0,0,NA
"835",2,"S","S1100",16,"ETF",0,NA,0
"836",2,"S","S1100",16,"SLL",0,0,NA
"837",2,"S","S1101",18,"ETF",0,NA,0
"838",2,"S","S1101",18,"SLL",0,0,NA
"839",2,"S","S1102",10,"ETF",0,NA,0
"840",2,"S","S1102",10,"SLL",0,0,NA
"841",2,"S","S1103",20,"ETF",0,NA,0
"842",2,"S","S1103",20,"SLL",0,0,NA
"843",2,"S","S1104",11,"ETF",0,NA,0
"844",2,"S","S1104",11,"SLL",0,0,NA
"845",2,"S","S1105",25,"ETF",0,NA,0
"846",2,"S","S1105",25,"SLL",0,0,NA
"847",2,"S","S1106",19,"ETF",0,NA,0
"848",2,"S","S1106",19,"SLL",0,0,NA
"849",2,"S","S1107",7,"ETF",0,NA,0
"850",2,"S","S1107",7,"SLL",0,0,NA
"851",2,"S","S1108",14,"ETF",0,NA,0
"852",2,"S","S1108",14,"SLL",0,0,NA
"853",2,"S","S1109",15,"ETF",0,NA,0
"854",2,"S","S1109",15,"SLL",0,0,NA
"855",2,"Y","Y1001",23,"ETF",0,NA,0
"856",2,"Y","Y1001",23,"SLL",0,0,NA
"857",2,"Y","Y1002",4,"ETF",0,NA,0
"858",2,"Y","Y1002",4,"SLL",0,0,NA
"859",2,"Y","Y1003",4,"ETF",0,NA,0
"860",2,"Y","Y1003",4,"SLL",0,0,NA
"861",2,"Y","Y1004",4,"ETF",0,NA,0
"862",2,"Y","Y1004",4,"SLL",0,0,NA
"863",2,"Y","Y1005",9,"ETF",0,NA,0
"864",2,"Y","Y1005",9,"SLL",0,0,NA
"865",2,"Y","Y1006",10,"ETF",0,NA,0
"866",2,"Y","Y1006",10,"SLL",0,0,NA
"867",2,"Y","Y1008",6,"ETF",0,NA,0
"868",2,"Y","Y1008",6,"SLL",0,0,NA
"869",2,"Y","Y1009",3,"ETF",0,NA,0
"870",2,"Y","Y1009",3,"SLL",0,0,NA
"871",2,"Y","Y1010",4,"ETF",0,NA,0
"872",2,"Y","Y1010",4,"SLL",0,0,NA
"873",2,"Y","Y1011",10,"ETF",0,NA,0
"874",2,"Y","Y1011",10,"SLL",0,0,NA
"875",2,"Y","Y1012",10,"ETF",0,NA,0
"876",2,"Y","Y1012",10,"SLL",0,0,NA
"877",2,"Y","Y1013",12,"ETF",0,NA,0
"878",2,"Y","Y1013",12,"SLL",0,0,NA
"879",2,"Y","Y1014",1,"ETF",0,NA,0
"880",2,"Y","Y1014",1,"SLL",0,0,NA
"881",2,"Y","Y1015",7,"ETF",0,NA,0
"882",2,"Y","Y1015",7,"SLL",0,0,NA
"883",2,"Y","Y1016",4,"ETF",0,NA,0
"884",2,"Y","Y1016",4,"SLL",0,0,NA
"885",2,"Y","Y1017",9,"ETF",0,NA,0
"886",2,"Y","Y1017",9,"SLL",0,0,NA
"887",2,"Y","Y1018",3,"ETF",0,NA,0
"888",2,"Y","Y1018",3,"SLL",0,0,NA
"889",2,"Y","Y1019",5,"ETF",0,NA,0
"890",2,"Y","Y1019",5,"SLL",0,0,NA
"891",2,"Y","Y1020",5,"ETF",0,NA,0
"892",2,"Y","Y1020",5,"SLL",0,0,NA
"893",2,"Y","Y1021",2,"ETF",0,NA,0
"894",2,"Y","Y1021",2,"SLL",0,0,NA
"895",2,"Y","Y1022",3,"ETF",0,NA,0
"896",2,"Y","Y1022",3,"SLL",0,0,NA
"897",2,"Y","Y1023",5,"ETF",0,NA,0
"898",2,"Y","Y1023",5,"SLL",0,0,NA
"899",2,"Y","Y1024",22,"ETF",0,NA,0
"900",2,"Y","Y1024",22,"SLL",0,0,NA
"901",2,"Y","Y1025",3,"ETF",0,NA,0
"902",2,"Y","Y1025",3,"SLL",0,0,NA
"903",2,"Y","Y1026",2,"ETF",0,NA,0
"904",2,"Y","Y1026",2,"SLL",0,0,NA
"905",2,"Y","Y1027",5,"ETF",0,NA,0
"906",2,"Y","Y1027",5,"SLL",0,0,NA
"907",2,"Y","Y1028",8,"ETF",0,NA,0
"908",2,"Y","Y1028",8,"SLL",0,0,NA
"909",2,"Y","Y1029",9,"ETF",0,NA,0
"910",2,"Y","Y1029",9,"SLL",0,0,NA
"911",2,"Y","Y1030",1,"ETF",0,NA,0
"912",2,"Y","Y1030",1,"SLL",0,0,NA
"913",2,"Y","Y1031",6,"ETF",0,NA,0
"914",2,"Y","Y1031",6,"SLL",0,0,NA
"915",2,"Y","Y1032",7,"ETF",0,NA,0
"916",2,"Y","Y1032",7,"SLL",0,0,NA
"917",2,"Y","Y1033",12,"ETF",0,NA,0
"918",2,"Y","Y1033",12,"SLL",0,0,NA
"919",2,"Y","Y1034",3,"ETF",0,NA,0
"920",2,"Y","Y1034",3,"SLL",0,0,NA
"921",2,"Y","Y1035",5,"ETF",0,NA,0
"922",2,"Y","Y1035",5,"SLL",0,0,NA
"923",2,"Y","Y1036",4,"ETF",0,NA,0
"924",2,"Y","Y1036",4,"SLL",0,0,NA
"925",2,"Y","Y1037",2,"ETF",0,NA,0
"926",2,"Y","Y1037",2,"SLL",0,0,NA
"927",2,"Y","Y1040",30,"ETF",0,NA,0
"928",2,"Y","Y1040",30,"SLL",0,0,NA
"929",2,"Y","Y1042",2,"ETF",0,NA,0
"930",2,"Y","Y1042",2,"SLL",0,0,NA
"931",2,"Y","Y1043",3,"ETF",0,NA,0
"932",2,"Y","Y1043",3,"SLL",0,0,NA
"933",2,"Y","Y1044",3,"ETF",0,NA,0
"934",2,"Y","Y1044",3,"SLL",0,0,NA
"935",2,"Y","Y1045",4,"ETF",0,NA,0
"936",2,"Y","Y1045",4,"SLL",0,0,NA
"937",2,"Y","Y1046",42,"ETF",0,NA,0
"938",2,"Y","Y1046",42,"SLL",0,0,NA
"939",2,"Y","Y1047",13,"ETF",0,NA,0
"940",2,"Y","Y1047",13,"SLL",0,0,NA
"941",2,"Y","Y1048",7,"ETF",0,NA,0
"942",2,"Y","Y1048",7,"SLL",0,0,NA
"943",2,"Y","Y1049",1,"ETF",0,NA,0
"944",2,"Y","Y1049",1,"SLL",0,0,NA
"945",2,"Y","Y1050",8,"ETF",0,NA,0
"946",2,"Y","Y1050",8,"SLL",0,0,NA
"947",2,"Y","Y1051",7,"ETF",0,NA,0
"948",2,"Y","Y1051",7,"SLL",0,0,NA
"949",2,"Y","Y1052",2,"ETF",0,NA,0
"950",2,"Y","Y1052",2,"SLL",0,0,NA
"951",2,"Y","Y1053",2,"ETF",0,NA,0
"952",2,"Y","Y1053",2,"SLL",0,0,NA
"953",2,"Y","Y1054",21,"ETF",0,NA,0
"954",2,"Y","Y1054",21,"SLL",0,0,NA
"955",2,"Y","Y1055",7,"ETF",0,NA,0
"956",2,"Y","Y1055",7,"SLL",0,0,NA
"957",2,"Y","Y1056",3,"ETF",0,NA,0
"958",2,"Y","Y1056",3,"SLL",0,0,NA
"959",2,"Y","Y1057",3,"ETF",0,NA,0
"960",2,"Y","Y1057",3,"SLL",0,0,NA
"961",2,"Y","Y1058",4,"ETF",0,NA,0
"962",2,"Y","Y1058",4,"SLL",0,0,NA
"963",2,"Y","Y1059",1,"ETF",0,NA,0
"964",2,"Y","Y1059",1,"SLL",0,0,NA
"965",2,"Y","Y1060",14,"ETF",0,NA,0
"966",2,"Y","Y1060",14,"SLL",0,0,NA
"967",2,"Y","Y1061",12,"ETF",0,NA,0
"968",2,"Y","Y1061",12,"SLL",0,0,NA
"969",2,"Y","Y1062",17,"ETF",0,NA,0
"970",2,"Y","Y1062",17,"SLL",0,0,NA
"971",2,"Y","Y1063",6,"ETF",0,NA,0
"972",2,"Y","Y1063",6,"SLL",0,0,NA
"973",2,"Y","Y1064",4,"ETF",0,NA,0
"974",2,"Y","Y1064",4,"SLL",0,0,NA
"975",2,"Y","Y1065",16,"ETF",0,NA,0
"976",2,"Y","Y1065",16,"SLL",0,0,NA
"977",2,"Y","Y1066",11,"ETF",0,NA,0
"978",2,"Y","Y1066",11,"SLL",0,0,NA
"979",2,"Y","Y1067",9,"ETF",0,NA,0
"980",2,"Y","Y1067",9,"SLL",0,0,NA
"981",2,"Y","Y1068",2,"ETF",0,NA,0
"982",2,"Y","Y1068",2,"SLL",0,0,NA
"983",2,"Y","Y1069",11,"ETF",0,NA,0
"984",2,"Y","Y1069",11,"SLL",0,0,NA
"985",2,"Y","Y1070",2,"ETF",0,NA,0
"986",2,"Y","Y1070",2,"SLL",0,0,NA
"987",2,"Y","Y1071",23,"ETF",0,NA,0
"988",2,"Y","Y1071",23,"SLL",0,0,NA
"989",2,"Y","Y1072",3,"ETF",0,NA,0
"990",2,"Y","Y1072",3,"SLL",0,0,NA
"991",2,"Y","Y1073",11,"ETF",0,NA,0
"992",2,"Y","Y1073",11,"SLL",0,0,NA
"993",2,"Y","Y1074",29,"ETF",0,NA,0
"994",2,"Y","Y1074",29,"SLL",0,0,NA
"995",2,"Y","Y1075",6,"ETF",0,NA,0
"996",2,"Y","Y1075",6,"SLL",0,0,NA
"997",2,"Y","Y1076",7,"ETF",0,NA,0
"998",2,"Y","Y1076",7,"SLL",0,0,NA
"999",2,"Y","Y1077",2,"ETF",0,NA,0
"1000",2,"Y","Y1077",2,"SLL",0,0,NA
"1001",2,"Y","Y1078",6,"ETF",0,NA,0
"1002",2,"Y","Y1078",6,"SLL",0,0,NA
"1003",2,"Y","Y1079",3,"ETF",0,NA,0
"1004",2,"Y","Y1079",3,"SLL",0,0,NA
"1005",2,"Y","Y1080",11,"ETF",0,NA,0
"1006",2,"Y","Y1080",11,"SLL",0,0,NA
"1007",2,"Y","Y1081",28,"ETF",0,NA,0
"1008",2,"Y","Y1081",28,"SLL",0,0,NA
"1009",2,"Y","Y1082",15,"ETF",0,NA,0
"1010",2,"Y","Y1082",15,"SLL",0,0,NA
"1011",2,"Y","Y1083",47,"ETF",0,NA,0
"1012",2,"Y","Y1083",47,"SLL",0,0,NA
"1013",2,"Y","Y1084",8,"ETF",0,NA,0
"1014",2,"Y","Y1084",8,"SLL",0,0,NA
"1015",2,"Y","Y1085",8,"ETF",0,NA,0
"1016",2,"Y","Y1085",8,"SLL",0,0,NA
"1017",2,"Y","Y1086",5,"ETF",0,NA,0
"1018",2,"Y","Y1086",5,"SLL",0,0,NA
"1019",2,"Y","Y1087",1,"ETF",0,NA,0
"1020",2,"Y","Y1087",1,"SLL",0,0,NA
"1021",2,"Y","Y1088",14,"ETF",0,NA,0
"1022",2,"Y","Y1088",14,"SLL",0,0,NA
"1023",2,"Y","Y1089",4,"ETF",0,NA,0
"1024",2,"Y","Y1089",4,"SLL",0,0,NA
"1025",2,"Y","Y1090",2,"ETF",0,NA,0
"1026",2,"Y","Y1090",2,"SLL",0,0,NA
"1027",2,"Y","Y1091",39,"ETF",0,NA,0
"1028",2,"Y","Y1091",39,"SLL",0,0,NA
"1029",2,"Y","Y1092",4,"ETF",0,NA,0
"1030",2,"Y","Y1092",4,"SLL",0,0,NA
"1031",2,"Y","Y1093",4,"ETF",0,NA,0
"1032",2,"Y","Y1093",4,"SLL",0,0,NA
