"","X.x","Plot","Plot.code","Classification","GS.Type","Site.Type","Site.Code","Genus.Code","Species.Code","Cultivar.Code.x","Species.Latin.x","DBH","X.y","Cultivar.Code.y","Species.Latin.y","Species.Common","Native_SLL","Native_ETF","Origin.Source","Comments"
"2195",2195,"Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",60.1,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2196",2196,"Loyola",2,"Public","Row","S","S1094","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",57.8,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2197",2197,"Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",41.5,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2198",2198,"Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",58.6,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2199",2199,"Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",47.8,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2200",2200,"Loyola",2,"Public","Row","S","S1095","GL","GLTR","GLTR","Gleditsia triacanthos var. inermis",38.2,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2201",2201,"Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",13.7,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2202",2202,"Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",22.1,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2203",2203,"Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",NA,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2204",2204,"Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",NA,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2205",2205,"Loyola",2,"Public","Row","S","S1096","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",NA,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2206",2206,"Loyola",2,"Public","Row","S","S1097","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",24.1,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2207",2207,"Loyola",2,"Public","Row","S","S1097","GL","GLTR","GLTR","Gleditsia triacanthos 'Sunburst'",12.6,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2208",2208,"Loyola",2,"Public","Row","S","S1098","GL","GLTR","GLTR","Gleditsia triacanthos 'Northern Acclaim'",6.5,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2209",2209,"Loyola",2,"Public","Row","S","S1102","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",6.4,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2210",2210,"Loyola",2,"Public","Row","S","S1104","GL","GLTR","GLTR","Gleditsia triacanthos 'Skyline'",43.3,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2211",2211,"Loyola",2,"Private","Private","Y","Y1078","GL","GLTR","GLTR","Gleditsia Triacanthos",7.1,49,"GLTR","Gleditsia triacanthos","Common Honey-Locust","N","Y","USDA/TC/LM",""
"2212",2212,"Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",8.8,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2213",2213,"Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",12.5,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2214",2214,"Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",13,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2215",2215,"Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",18.9,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2216",2216,"Loyola",2,"Public","Park","P","P1001","GY","GYDI","GYDI","Gymnocladus Dioicus",26,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2217",2217,"Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",12,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2218",2218,"Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",13.2,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2219",2219,"Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",13.4,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2220",2220,"Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",14.5,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2221",2221,"Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",17,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2222",2222,"Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",26,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2223",2223,"Loyola",2,"Public","Park","P","P1005","GY","GYDI","GYDI","Gymnocladus Dioicus",32,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2224",2224,"Loyola",2,"Public","Park","P","P1006","GY","GYDI","GYDI","Gymnocladus Dioicus",9.4,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2225",2225,"Loyola",2,"Public","Park","P","P1006","GY","GYDI","GYDI","Gymnocladus Dioicus",24.3,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2226",2226,"Loyola",2,"Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus",16,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2227",2227,"Loyola",2,"Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus",18.9,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2228",2228,"Loyola",2,"Private","Inst","I","I1004","GY","GYDI","GYDI","Gymnocladus Dioicus",17.5,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2229",2229,"Loyola",2,"Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus",NA,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2230",2230,"Loyola",2,"Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus",NA,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2231",2231,"Loyola",2,"Public","Row","S","S1003","GY","GYDI","GYDI","Gymnocladus dioicus",NA,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2232",2232,"Loyola",2,"Public","Row","S","S1011","GY","GYDI","GYDI","Gymnocladus dioicus",17.9,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2233",2233,"Loyola",2,"Public","Row","S","S1011","GY","GYDI","GYDI","Gymnocladus dioicus",4.5,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2234",2234,"Loyola",2,"Public","Row","S","S1109","GY","GYDI","GYDI","Gymnocladus dioicus",5.6,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2235",2235,"Loyola",2,"Public","Row","S","S1109","GY","GYDI","GYDI","Gymnocladus dioicus",4.5,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2236",2236,"Loyola",2,"Public","Row","S","S1077","GY","GYDI","GYDI","Gymnocladus dioicus",5.4,50,"GYDI","Gymnocladus dioicus","Kentucky Coffee Tree","N","Y","USDA/LM",""
"2237",2237,"Loyola",2,"Public","Park","P","P1007","HY","HYPA","HYPA","Hydrangea Paniculata",6.9,51,"HYPA","Hydrangea Paniculata","Panicled Hydrangea","N","N","USDA/Mortens",""
"2238",2238,"Loyola",2,"Public","Park","P","P1007","HY","HYPA","HYPA","Hydrangea Paniculata",7.4,51,"HYPA","Hydrangea Paniculata","Panicled Hydrangea","N","N","USDA/Mortens",""
"2239",2239,"Loyola",2,"Private","Private","Y","Y1015","HY","HYPA","HYPA","Hydrangea Paniculata",11.7,51,"HYPA","Hydrangea Paniculata","Panicled Hydrangea","N","N","USDA/Mortens",""
"2240",2240,"Loyola",2,"Private","Private","Y","Y1050","HY","HYPA","HYPA","Hydrangea Paniculata",5.3,51,"HYPA","Hydrangea Paniculata","Panicled Hydrangea","N","N","USDA/Mortens",""
"2241",2241,"Loyola",2,"Private","Private","Y","Y1077","HY","HYPA","HYPA","Hydrangea Paniculata",16.8,51,"HYPA","Hydrangea Paniculata","Panicled Hydrangea","N","N","USDA/Mortens",""
"2242",2242,"Loyola",2,"Private","Private","Y","Y1082","HY","HYQU","HYQU","Hydrangea Quercifolia",9.7,52,"HYQU","Hydrangea Quercifolia","Oakleaf hydreangea","N","Y","USDA/Mortens/ https://www.wildflower.org/plants/result.php?id_plant=HYQU3 / http://www.efloras.org/object_page.aspx?object_id=130442&flora_id=1","Refer to websites in Origin Source column: found in south-eastern United States therefore deemed native to ETF yet non-native to SLL (KP)"
"2243",2243,"Loyola",2,"Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea",6.2,55,"JUCI","Juglans cinerea","Butternut","Y","Y","USDA/TC/LM",""
"2244",2244,"Loyola",2,"Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea",7.9,55,"JUCI","Juglans cinerea","Butternut","Y","Y","USDA/TC/LM",""
"2245",2245,"Loyola",2,"Public","Park","P","P1001","JU","JUCI","JUCI","Juglans Cinerea",20.6,55,"JUCI","Juglans cinerea","Butternut","Y","Y","USDA/TC/LM",""
"2246",2246,"Loyola",2,"Public","Park","P","P1003","JU","JUCI","JUCI","Juglans Cinerea",16.9,55,"JUCI","Juglans cinerea","Butternut","Y","Y","USDA/TC/LM",""
"2247",2247,"Loyola",2,"Public","Row","S","S1019","JU","JUCI","JUCI","Juglans cinerea",25.8,55,"JUCI","Juglans cinerea","Butternut","Y","Y","USDA/TC/LM",""
"2248",2248,"Loyola",2,"Public","Row","S","S1092","JU","JUCI","JUCI","Juglans cinerea",87.5,55,"JUCI","Juglans cinerea","Butternut","Y","Y","USDA/TC/LM",""
"2249",2249,"Loyola",2,"Private","Inst","I","I1011","JN","JNCO","JNCO","Juniperus Communis",8.3,53,"JNCO","Juniperus Communis","Common juniper","Y","Y","USDA/TC/LM",""
"2250",2250,"Loyola",2,"Private","Inst","I","I1011","JN","JNCO","JNCO","Juniperus Communis",10.4,53,"JNCO","Juniperus Communis","Common juniper","Y","Y","USDA/TC/LM",""
"2251",2251,"Loyola",2,"Private","Inst","I","I1002","JN","JNCO","JNCO","Juniperus Communis",12.1,53,"JNCO","Juniperus Communis","Common juniper","Y","Y","USDA/TC/LM",""
"2252",2252,"Loyola",2,"Public","Row","S","S1034","JN","JNCO","JNCO","Juniperus communis",NA,53,"JNCO","Juniperus Communis","Common juniper","Y","Y","USDA/TC/LM",""
"2253",2253,"Loyola",2,"Private","Private","Y","Y1029","JN","JNCO","JNCO","Juniperus Communis",7.7,53,"JNCO","Juniperus Communis","Common juniper","Y","Y","USDA/TC/LM",""
"2254",2254,"Loyola",2,"Private","Private","Y","Y1084","JN","JNCO","JNCO","Juniperus Communis",19.8,53,"JNCO","Juniperus Communis","Common juniper","Y","Y","USDA/TC/LM",""
"2255",2255,"Loyola",2,"Private","Private","Y","Y1088","JN","JNCO","JNCO","Juniperus Communis",9.8,53,"JNCO","Juniperus Communis","Common juniper","Y","Y","USDA/TC/LM",""
"2256",2256,"Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",6.8,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2257",2257,"Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",8.8,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2258",2258,"Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",19.9,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2259",2259,"Loyola",2,"Public","Park","P","P1001","JU","JUNI","JUNI","Juglans Nigra",23.3,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2260",2260,"Loyola",2,"Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra",4.8,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2261",2261,"Loyola",2,"Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra",7.7,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2262",2262,"Loyola",2,"Public","Park","P","P1002","JU","JUNI","JUNI","Juglans Nigra",12.5,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2263",2263,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",5.7,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2264",2264,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",10.2,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2265",2265,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",11,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2266",2266,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",12.8,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2267",2267,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",14,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2268",2268,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",15.1,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2269",2269,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",15.2,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2270",2270,"Loyola",2,"Public","Park","P","P1005","JU","JUNI","JUNI","Juglans Nigra",15.3,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2271",2271,"Loyola",2,"Public","Park","P","P1006","JU","JUNI","JUNI","Juglans Nigra",8.1,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2272",2272,"Loyola",2,"Private","Inst","I","I1007","JU","JUNI","JUNI","Juglans Nigra",16,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2273",2273,"Loyola",2,"Public","Row","S","S1093","JU","JUNI","JUNI","Juglans nigra",63.3,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2274",2274,"Loyola",2,"Public","Row","S","S1104","JU","JUNI","JUNI","Juglans nigra",18.2,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2275",2275,"Loyola",2,"Public","Row","S","S1106","JU","JUNI","JUNI","Juglans nigra",13.6,56,"JUNI","Juglans nigra","Eastern Black Walnut","Y","Y","USDA/TC/LM/TIC","Very small native region in SLL (Source LM; KP)"
"2276",2276,"Loyola",2,"Private","Private","Y","Y1035","JU","JURE","JURE","Juglans Regia",5.9,167,"JURE","Juglans Regia","English Walnut","N","N","Missouri Botanical Garden",""
"2277",2277,"Loyola",2,"Private","Private","Y","Y1089","JN","JNSC","JNSC","Juniperus Scopulorum",4.9,166,"JNSC","Juniperus Scopulorum ","Rocky Mountain Juniper","N","N","USDA",""
"2278",2278,"Loyola",2,"Private","Private","Y","Y1089","JN","JNSC","JNSC","Juniperus Scopulorum",4.6,166,"JNSC","Juniperus Scopulorum ","Rocky Mountain Juniper","N","N","USDA",""
"2279",2279,"Loyola",2,"Private","Inst","I","I1007","JN","JNVI","JNVI","Juniperus Virginiana",8.1,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2280",2280,"Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",9.6,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2281",2281,"Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",20.8,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2282",2282,"Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",6.5,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2283",2283,"Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",8.5,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2284",2284,"Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",6.2,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2285",2285,"Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",18.3,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2286",2286,"Loyola",2,"Private","Inst","I","I1011","JN","JNVI","JNVI","Juniperus Virginiana",16.4,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2287",2287,"Loyola",2,"Private","Inst","I","I1002","JN","JNVI","JNVI","Juniperus Virginiana",6.7,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2288",2288,"Loyola",2,"Private","Inst","I","I1002","JN","JNVI","JNVI","Juniperus Virginiana",10.1,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2289",2289,"Loyola",2,"Private","Private","Y","Y1046","JN","JNVI","JNVI","Juniperus Virginiana",4.5,54,"JNVI","Juniperus Virginiana","Eastern red cedar","Y","Y","USDA",""
"2290",2290,"Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",5.8,58,"LADE","Larix Decidua","European Larch","N","N","USDA/TC/Mortens",""
"2291",2291,"Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",6.7,58,"LADE","Larix Decidua","European Larch","N","N","USDA/TC/Mortens",""
"2292",2292,"Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",7.7,58,"LADE","Larix Decidua","European Larch","N","N","USDA/TC/Mortens",""
"2293",2293,"Loyola",2,"Public","Park","P","P1001","LA","LADE","LADE","Larix Decidua",10,58,"LADE","Larix Decidua","European Larch","N","N","USDA/TC/Mortens",""
"2294",2294,"Loyola",2,"Public","Row","S","S1063","LA","LAKA","LAKA","Larix kaempferi",43.1,59,"LAKA","Larix kaempferi","Japanese Larch","N","N","TC/Mortens",""
"2295",2295,"Loyola",2,"Public","Row","S","S1063","LA","LAKA","LAKA","Larix kaempferi",53.8,59,"LAKA","Larix kaempferi","Japanese Larch","N","N","TC/Mortens",""
"2296",2296,"Loyola",2,"Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina",13.1,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
"2297",2297,"Loyola",2,"Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina",13.7,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
"2298",2298,"Loyola",2,"Public","Park","P","P1001","LA","LALA","LALA","Larix Laricina",16.5,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
"2299",2299,"Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",11,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
"2300",2300,"Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",25.6,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
"2301",2301,"Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",30,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
"2302",2302,"Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",30.1,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
"2303",2303,"Loyola",2,"Public","Park","P","P1005","LA","LALA","LALA","Larix Laricina",32.9,60,"LALA","Larix Laricina","Tamarack","Y","Y","USDA/TC/LM",""
